Id,Title,Acronym,Source,Rank,unknown,FoRA,FoRB,FoRC
2051,IEEE International Conference on Robotics and Automation,ICRA,CORE2023,A*,Yes,4602,CSE,
610,"IEEE International Conference on Sensing, Communication and Networking",SECON,CORE2023,B,No,4606,,
2280,"IEEE International Conference on Software Analysis, Evolution and Reengineering",SANER,CORE2023,A,Yes,4612,,
676,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,CORE2023,A,Yes,4612,,
674,IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),IEEE SSE,CORE2023,B,Yes,4606,,
1757,IEEE International Conference on Visual Communications and Image Processing (was SPIE ... pre 2011),VCIP,CORE2023,C,Yes,4603,,
678,IEEE International Conference on Web Services,ICWS,CORE2023,A,Yes,4606,,
679,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,CORE2023,B,Yes,4606,,
682,IEEE International Enterprise Distributed Object Computing Conference,EDOC,CORE2023,B,Yes,4606,,
683,IEEE International Geoscience and Remote Sensing Symposium,IGARSS,CORE2023,C,No,4601,,
685,IEEE International Joint Conference on Neural Networks,IJCNN,CORE2023,B,Yes,4611,,
688,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,CORE2023,A,Yes,4606,CSE,
689,IEEE International Performance Computing and Communications Conference,IPCCC,CORE2023,C,Yes,4606,,
690,IEEE International Requirements Engineering Conference,RE,CORE2023,A,Yes,4612,,
2296,IEEE International Scientific Conference on Informatics,Informatics,CORE2023,National:Slovakia,Yes,4613,4612,
691,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",WoWMoM,CORE2023,B,Yes,4606,,
692,IEEE International Symposium on Adaptive Dynamic Programming and Reinforcement Learning,IEEE ADPRL,CORE2023,C,No,4611,,
693,IEEE International Symposium on Artificial Life,IEEE Alife,CORE2023,C,Yes,4602,,
2317,IEEE International Symposium on Circuits and Systems,ISCAS,CORE2023,TBR,No,CSE,,
695,"IEEE International Symposium on Cluster, Cloud and Grid Computing",CCGRID,CORE2023,B,Yes,4606,,
699,IEEE International Symposium on Information Theory,ISIT,CORE2023,B,Yes,4613,,
701,IEEE International Symposium on Multimedia,ISM,CORE2023,C,No,4603,,
702,IEEE International Symposium on Network Computing and Applications,NCA,CORE2023,B,Yes,4606,,
704,IEEE International Symposium on Parallel and Distributed Processing with Applications,ISPA,CORE2023,C,Yes,4606,,
705,IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,CORE2023,B,Yes,4612,,
706,IEEE International Symposium on Personal and Indoor Mobile Radio Conference,PIMRC,CORE2023,B,No,4606,,
749,IEEE International Symposium on Rapid System Prototyping (was IEEE Symposium on Rapid Prototyping),RSP,CORE2023,C,No,4612,,
703,IEEE International Symposium on Real-Time Distributed Computing,ISORC,CORE2023,C,Yes,4606,,
708,IEEE International Symposium on Wearable Computers,ISWC,CORE2023,Journal Published,Yes,4608,,
710,IEEE International Test Conference,ITC,CORE2023,TBR,No,CSE,,
711,IEEE International Working Conference on Mining Software Repositories,MSR,CORE2023,A,Yes,4612,4605,
720,IEEE International Working Conference on Software Visualisation,VISSOFT,CORE2023,B,No,4608,4612,
718,IEEE International Working Conference on Source Code Analysis and Manipulation,SCAM,CORE2023,C,Yes,4612,,
717,IEEE International Workshop on Quality of Service,IWQoS,CORE2023,B,No,4606,,
2088,IEEE LAN/MAN Workshop,LANMAN,CORE2023,C,No,4606,,
723,IEEE Network Operations and Management Symposium,NOMS,CORE2023,B,Yes,4606,,
724,IEEE Pacific Visualization Symposium (was APVIS),PacificVis,CORE2023,B,Yes,4608,,
725,IEEE Real-Time and Embedded Technology and Applications Symposium,RTAS,CORE2023,A,Yes,4606,,
756,IEEE Region 10 Conference,Tencon,CORE2023,C,No,46,,
726,IEEE Software Engineering Workshop,SEW,CORE2023,C,No,4612,,
727,IEEE Swarm Intelligence Symposium,IEEE SIS,CORE2023,C,No,4602,,
731,IEEE Symposium on Computational Intelligence and Data Mining,CIDM,CORE2023,C,No,4605,4611,
733,IEEE Symposium on Computational Intelligence for Financial Engineering,IEEE CIFEr,CORE2023,C,No,4601,,
735,IEEE Symposium on Computational intelligence for Multimedia Signal and Vision Processing,IEEE CIMSIVP,CORE2023,C,No,4603,,
736,IEEE Symposium on Computational Intelligence for Security and Defence Applications,IEEE CISDA,CORE2023,C,No,4601,,
737,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,CIBCB,CORE2023,C,No,4601,,
738,IEEE Symposium on Computational Intelligence in Control and Automation,IEEE CICA,CORE2023,C,No,4602,,
739,IEEE Symposium on Computational Intelligence in Cyber Security,IEEE CICS,CORE2023,C,No,4604,,
743,IEEE Symposium on Computer Arithmetic,ARITH,CORE2023,C,No,4613,,
744,IEEE Symposium on Computers and Communications,ISCC,CORE2023,C,Yes,4606,,
2026,IEEE Symposium on Field Programmable Custom Computing Machines,FCCM,CORE2023,B,Yes,CSE,4606,
745,IEEE Symposium on Foundations of Computer Science,FOCS,CORE2023,A*,Yes,4613,,
746,IEEE Symposium on High-Performance Interconnects,HOTI,CORE2023,National: USA,No,4606,,
748,IEEE Symposium on Logic in Computer Science,LICS,CORE2023,A*,Yes,4613,,
750,IEEE Symposium on Security and Privacy,SP,CORE2023,A*,Yes,4604,,
752,IEEE Symposium on Visual Languages and Human-Centric Computing (was VL),VL/HCC,CORE2023,B,Yes,4608,,
757,IEEE Vehicular Technology Conference,VTC,CORE2023,B,Yes,4606,,
759,IEEE Visualization,IEEE VIS,CORE2023,A,No,4608,,
2315,IEEE VLSI Test Symposium,VTS,CORE2023,TBR,No,CSE,,
760,IEEE Wireless Communications and Networking Conference,WCNC,CORE2023,B,No,4606,,
763,IEEE Workshop on Applications of Computer Vision,WACV,CORE2023,A,Yes,4603,,
771,IEEE Workshop on High Performance Switching and Routing,HPSR,CORE2023,C,No,4606,,
782,IEEE/ACIS International Conference on Computer and Information Science,ICIS,CORE2023,C,No,46,,
2311,IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,ASONAM,CORE2023,B,Yes,4605,4608,4611
2275,"IEEE/ACM International Conference on Big Data Computing, Applications and Technologies",BDCAT,CORE2023,C,Yes,4611,4605,4601
783,IEEE/ACM International Conference on Computer-Aided Design,ICCAD,CORE2023,A,No,CSE,4606,
785,IEEE/ACM International Symposium on Mixed and Augmented Reality,ISMAR,CORE2023,A*,Yes,4607,4608,
787,IEEE/IFIP International Conference on Dependable Systems and Networks,DSN,CORE2023,A,Yes,4606,CSE,
788,IEEE/IFIP International Conference on Embedded and Ubiquitous Computing,EUC,CORE2023,C,No,4606,,
792,IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,CORE2023,A,Yes,4602,CSE,
794,IEEE/WIC/ACM International Conference on Web Intelligence (previously joint with Intelligent Agent Technology WI-IAT),WI,CORE2023,B,Yes,4602,4605,
796,IFAC Conference on System Structure and Control,SSSC,CORE2023,C,No,4612,4606,
797,"IFAC Symposium on Fault Detection, Supervision and Safety of Technical Processes",SAFEProcess,CORE2023,C,No,4604,,
804,IFIP Information Security & Privacy Conference,IFIP SEC,CORE2023,B,Yes,4604,,
801,IFIP International Conference on Distributed Applications and Interoperable Systems,DAIS,CORE2023,C,Yes,4606,,
810,IFIP International Conference on Network and Parallel Computing,NPC,CORE2023,C,No,4606,,
806,IFIP International Conference on Networking,Networking,CORE2023,B,Yes,4606,,
2116,"IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation",PERFORMANCE,CORE2023,Journal Published,Yes,4612,,
805,"IFIP Joint International Conference on Formal Description Techniques and Protocol Specification, Testing, And Verification",FORTE,CORE2023,C,Yes,4612,,
807,IFIP TC13 Conference on Human-Computer Interaction,Interact,CORE2023,B,Yes,4608,,
2067,IFIP WG 11.3 Working Conference on Data and Applications Security (also known as DBSEC),DBSEC,CORE2023,B,Yes,4604,,
2242,IFIP WG8.1 Working Conference on the Practice of Enterprise Modeling,PoEM,CORE2023,unranked: not primarily CS,Yes,46,,
809,IFIP Working Conferences on Virtual Enterprises,PRO-VE,CORE2023,C,No,4606,4601,
2306,IFIP/IEEE International Conference on Performance Evaluation and Modeling in Wired and Wireless Networks,PEMWN,CORE2023,C,Yes,4606,,
812,IFIP/IEEE International Symposium on Integrated Management (even years sharing with NOMS),IM,CORE2023,B,Yes,4606,,
814,IFSA World Congress,IFSA,CORE2023,C,Yes,4602,,
816,IMA International Conference on Cryptography and Coding,IMACC,CORE2023,C,Yes,4604,,
817,Image and Vision Computing Conference,IVCNZ,CORE2023,Australasian C,Yes,4603,,
2267,Indian Conference on Human-Computer Interaction,IndiaHCI,CORE2023,National: India,Yes,4608,,
819,Inductive Logic Programming,ILP,CORE2023,B,No,4613,,
820,Industrial Simulation Conference,ISC,CORE2023,C,No,4602,4601,
1493,Information Hiding and Multimedia Security Workshop,IH&MMSec,CORE2023,C,No,4604,,
822,Information Integration and Web-based Applications and Services,IIWAS,CORE2023,C,No,46,4605,
823,Information Processing in Sensor Networks,IPSN,CORE2023,A*,Yes,4606,,
827,Information Security Conference,ISC,CORE2023,C,Yes,4604,,
825,Information Security Practice and Experience Conference,ISPEC,CORE2023,C,Yes,4604,,
826,Information Security Symposium,CERIAS,CORE2023,National: USA,No,4604,,
830,Information Theory Workshop,ITW,CORE2023,B,Yes,4613,,
831,Information Visualisation Theory and Practice,InfVis,CORE2023,C,No,4608,,
833,Information Visualization in Biomedical Informatics,IVBI,CORE2023,C,No,4601,4608,
834,Informing Science and Information Technology Education,InSITE,CORE2023,C,No,4608,,
2176,Innovations in Theoretical Computer Science,ITCS,CORE2023,A,Yes,4613,,
836,Innovative Applications in AI,IAAI,CORE2023,C,No,4602,4601,
839,Int. Workshop on Formal Methods for Industrial Critical Systems,FMICS,CORE2023,C,No,4612,,
842,Integrated Formal Methods,IFM,CORE2023,B,Yes,4612,4613,
845,Intelligent Data Analysis,IDA,CORE2023,B,Yes,4605,4611,
2203,Intelligent Distributed Computing,IDC,CORE2023,Unranked,Yes,4606,,
847,Intelligent Systems in Molecular Biology,ISMB,CORE2023,journal published,Yes,4601,,
2062,Intelligent Vehicles Conference,IEEE-IV,CORE2023,B,Yes,4602,,
849,Intelligent Virtual Agents,IVA,CORE2023,B,Yes,4602,4608,
2065,Intenational Environmental Modelling and Software Society,iEMSs,CORE2023,C,No,4601,,
851,Interaction Design and Children (ACM),IDC,CORE2023,B,Yes,4608,,
852,Interactive Entertainment,IE,CORE2023,Australasian C,No,4607,4608,
2258,International ACM SIGACCESS Conference on Computers and Accessibility,ASSETS,CORE2023,A,Yes,4608,,
861,International Baltic Conference on Databases and Information Systems,DB&IS,CORE2023,Regional - Baltic,No,4605,,
864,International Colloquium on Automata Languages and Programming,ICALP,CORE2023,A,Yes,4613,,
866,International Colloquium on Structural Information and Communication Complexity,SIROCCO,CORE2023,B,No,4613,,
867,International Colloquium on Theoretical Aspects of Computing,ICTAC,CORE2023,C,Yes,4613,,
870,International Computer Science Symposium in Russia,CSR,CORE2023,National: Russia,Yes,46,,
871,International Computer Software and Applications Conference,COMPSAC,CORE2023,B,Yes,4601,,
872,International Computing Education Research Workshop,ICER,CORE2023,A,Yes,4608,,
882,"International Conference Abstract State Machines, Alloy, B, TLA, VDM, and Z (Previously International Conference of B and Z Users, ZB, changed in 2008)",ABZ,CORE2023,C,No,4612,4613,
873,International Conference and Exhibition on High Performance Computing in the Asia-Pacific Region,HPC Asia,CORE2023,C,Yes,4606,,
1448,International Conference and Workshops on Algorithms and Computation,WALCOM,CORE2023,B,Yes,4613,,
77,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",SC,CORE2023,A,No,CSE,4606,
876,International Conference Formal Concept Analysis Conference,ICFCA,CORE2023,C,No,4613,,
878,International Conference in Business Process Management,BPM,CORE2023,A,No,4612,,
2269,International Conference in Methodologies and Intelligent Systems for Technology Enhanced Learning,MIS4TEL,CORE2023,National: Spain,Yes,4601,4608,4602
2266,International Conference of the Immersive Learning Research Network,iLRN,CORE2023,C,Yes,4601,4608,
921,International Conference on Advanced and Trusted Computing (was International Conference on Autonomic and Trusted Computing),ATC,CORE2023,C,No,4604,4606,4605
887,International Conference on Advanced Computing and Communications,AdCom,CORE2023,National: India,No,4606,,
888,International Conference on Advanced Data Mining and Applications,ADMA,CORE2023,C,Yes,4605,4611,
890,International Conference on Advanced Information Networking and Applications (was ICOIN),AINA,CORE2023,B,No,4606,,
891,International Conference on Advanced Information Systems Engineering,CaiSE,CORE2023,A,Yes,4605,,
2231,International Conference on Advanced Technologies For Signal & Image Processing,ATSIP,CORE2023,National: Tunisia,Yes,4603,4605,
895,International Conference on Advances in Computer-Human Interactions,ACHI,CORE2023,C,No,4608,,
899,International Conference on Advances in Mobile Computing and Multimedia,MOMM,CORE2023,C,Yes,4606,,
901,International Conference on Affective Computing and Intelligent,ACII,CORE2023,C,No,4608,,
902,International Conference on Agents and Artificial Intelligence,ICAART,CORE2023,B,Yes,4602,,
905,International Conference on Algorithms and Architectures for Parallel Processing,ICA3PP,CORE2023,C,Yes,4606,,
906,International Conference on Algorithms and Complexity (was Italian Conference ),CIAC,CORE2023,C,No,4613,,
2228,"International Conference on Analysis of Images, Social Networks and Texts",AIST,CORE2023,National: Russia,Yes,4602,4603,4605
2218,International Conference on Applications of Evolutionary Computation,EvoApplications,CORE2023,B,Yes,4602,4611,4601
907,International Conference on Applied Cryptography and Network Security,ACNS,CORE2023,B,No,4604,,
909,International Conference on Artificial Intelligence,IC-AI,CORE2023,National: USA,No,4602,4611,
910,International Conference on Artificial Intelligence and Law,ICAIL,CORE2023,C,No,4602,4601,
912,International Conference on Artificial Intelligence and Soft Computing,ICAISC,CORE2023,National: Poland,No,4602,,
913,International Conference on Artificial Intelligence and Statistics,AISTATS,CORE2023,A,Yes,4611,4602,
1961,International Conference on Artificial Intelligence in Education,AIED,CORE2023,A,Yes,4601,4608,
151,International Conference on Artificial Intelligence in Medicine,AIME,CORE2023,B,Yes,4601,,
2314,"International Conference on Artificial Intelligence in Music, Sound, Art and Design",EvoMUSART,CORE2023,C,Yes,4602,4607,4608
2162,"International Conference on Artificial Intelligence: Methodology, Systems, Applications",AIMSA,CORE2023,National: Bulgaria,Yes,4602,4611,
915,International Conference on Artificial Neural Networks,ICANN,CORE2023,C,Yes,4611,,
461,International Conference on Artificial Reality and Telexistance & Eurographics Symposium on Virtual Environments,EGVE,CORE2023,C,Yes,4607,4608,
918,International Conference on Automated Deduction,CADE,CORE2023,A,Yes,4602,,
919,International Conference on Automated Planning and Scheduling,ICAPS,CORE2023,A*,Yes,4602,,
923,"International Conference on Availability, Reliability and Security",ARES,CORE2023,B,Yes,4604,,
925,"International Conference on Broadband Communications, Networks and Systems",Broadnets,CORE2023,C,Yes,4606,,
928,International Conference on Case-Based Reasoning,ICCBR,CORE2023,C,Yes,4602,,
2300,International Conference on Cloud Computing and Services Science,CLOSER,CORE2023,C,Yes,4606,,
933,"International Conference on Collaborative Computing: Networks, Applications and Worksharing",CollaborateCom,CORE2023,C,Yes,4606,,
2254,International Conference on COMmunication Systems & NETworkS,COMSNETS,CORE2023,National:India,Yes,4606,4604,
2046,International Conference on Communication Systems and Applications,ICCSA,CORE2023,C,No,4606,,
936,International Conference on Compiler Construction,CC,CORE2023,B,Yes,4606,,
937,"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",CASES,CORE2023,B,Yes,4606,,
939,"International Conference on Complex, Intelligent and Software Intensive Systems",CISIS,CORE2023,C,No,4606,,
2294,"International Conference on Complexity, Future Information Systems and Risk",COMPLEXIS,CORE2023,C,Yes,4613,4606,
941,International Conference on Computability and Complexity in Analysis,CCA,CORE2023,C,No,4613,,
942,International Conference on Computational Collective Intelligence,ICCCI,CORE2023,B,Yes,4602,4606,
2199,International Conference on Computational Creativity,ICCC,CORE2023,C,Yes,46,,
945,International Conference on Computational Intelligence and Security,CIS,CORE2023,National: China,No,4604,,
949,International Conference on Computational Linguistics,COLING,CORE2023,B,Yes,4602,,
950,International Conference on Computational Molecular Biology,RECOMB,CORE2023,B,No,4601,,
952,International Conference on Computational Science,ICCS,CORE2023,Multiconference,Yes,4601,,
953,International Conference on Computational Science and its Applications,ICCSA,CORE2023,C,No,46,,
955,International Conference on Computer Analysis of Images and Patterns,CAIP,CORE2023,C,Yes,4603,,
2038,International Conference on Computer Communication and Networks,ICCCN,CORE2023,B,Yes,4606,,
961,"International Conference on Computer Safety, Reliability and Security",SAFECOMP,CORE2023,B,No,4604,,
962,International Conference on Computer Supported Cooperative Work in Design,CSCWD,CORE2023,C,Yes,4608,,
2261,International Conference on Computer Supported Education,CSEDU,CORE2023,B,Yes,4608,4601,
2232,International Conference on Computer Vision and Graphics,ICCVG,CORE2023,National: Poland,Yes,4603,4607,4602
964,International Conference on Computer Vision Systems,ICVS,CORE2023,C,No,4603,,
2260,International Conference on Computer-Human Interaction Research and Applications,CHIRA,CORE2023,C,Yes,4608,,
965,International Conference on Computers and their Applications,CATA,CORE2023,National: USA,No,4601,,
966,International Conference on Computers Helping People with Special Needs,ICCHP,CORE2023,C,No,4601,,
967,International Conference on Computers in Education,ICCE,CORE2023,C,Yes,4601,,
969,International Conference on Computing and Combinatorics,COCOON,CORE2023,National:China,No,4613,,
970,International Conference on Computing and Informatics,ICOCI,CORE2023,C,No,46,,
971,International Conference on Conceptual Modelling,ER,CORE2023,A,Yes,4605,,
973,International Conference on Concurrency Theory,CONCUR,CORE2023,A,Yes,4613,4606,
977,"International Conference on Control, Automation, Robotics and Vision",ICARCV,CORE2023,C,Yes,4602,4603,
2286,"International Conference on Control, Decision and Information Technologies",CoDIT,CORE2023,C,Yes,4612,4601,
979,International Conference on Cooperative Information Systems,CoopIS,CORE2023,B,Yes,4608,,
980,International Conference on Coordination Models and Languages,Coordination,CORE2023,C,Yes,4606,,
982,International Conference on Cryptology and Network Security,CANS,CORE2023,B,No,4604,,
983,International Conference on Cryptology in India,INDOCRYPT,CORE2023,National: India,No,4604,,
985,International Conference on Cyberworlds (was International Symposium on Cyberworlds),CW,CORE2023,C,Yes,4607,4608,4603
986,International Conference on Data Engineering,ICDE,CORE2023,A*,Yes,4605,,
2302,"International Conference on Data Science, Technology and Applications",DATA,CORE2023,C,Yes,4605,4611,
987,International Conference on Database and Expert Systems Applications,DEXA,CORE2023,C,Yes,4605,4602,
988,International Conference on Database Systems for Advanced Applications,DASFAA,CORE2023,B,Yes,4605,,
989,International Conference on Database Theory,ICDT,CORE2023,A,Yes,4605,,
991,International Conference on Dependability of Computer Systems,DEPCoS,CORE2023,National: Poland,No,4606,,
992,"International Conference on Dependable, Autonomic and Secure Computing",DASC,CORE2023,C,No,4604,,
997,International Conference on Digital Society,ICDS,CORE2023,C,No,4601,,
2225,International Conference on Distributed Computing and Artificial Intelligence,DCAI,CORE2023,National(Spain),Yes,4602,4606,
1000,International Conference on Distributed Computing and Internet Technologies,ICDCIT,CORE2023,National: India,No,4606,,
1001,International Conference on Distributed Computing and Networking,ICDCN,CORE2023,National: India,No,4606,,
1002,International Conference on Distributed Computing Systems,ICDCS,CORE2023,A,Yes,4606,,
1004,International Conference on Dublin Core and Metadata Applications,DC,CORE2023,C,No,4605,,
1006,International Conference on Electronic Commerce,ICEC,CORE2023,C,No,4601,,
1186,International Conference on Embedded and Real Time Computing Systems and Applications,RTCSA,CORE2023,B,Yes,4606,,
497,International Conference on Embedded Wireless Systems and Networks (wasEuropean Conference on Wireless Sensor Networks),EWSN,CORE2023,B,Yes,4606,,
2194,International Conference on Emerging Ubiquitous Systems and Pervasive Networks,EUSPN,CORE2023,Unranked,Yes,4606,,
1011,International Conference on Engineering Applications of Neural Networks,EANN,CORE2023,C,Yes,4611,,
1019,International Conference on Entertainment Computing,ICEC,CORE2023,C,No,4607,4608,4603
1022,International Conference on Evaluation and Assessment in Software Engineering,EASE,CORE2023,A,Yes,4612,,
1023,International Conference on Evaluation of Novel Approaches to Software Engineering,ENASE,CORE2023,B,Yes,4612,,
1031,International Conference on Formal Engineering Methods,ICFEM,CORE2023,C,Yes,4612,,
2279,International Conference on Formal Methods and Models for Co-Design,MEMOCODE,CORE2023,C,Yes,4612,4613,
1033,International Conference on Formal Ontology in Information Systems,FOIS,CORE2023,B,Yes,4602,4613,
2290,International Conference on Formal Structures for Computation and Deduction,FSCD,CORE2023,B,Yes,4613,,
1035,International Conference on Frontiers of Handwriting Recognition,ICFHR,CORE2023,B,No,4603,,
1036,International Conference on Frontiers of Information Technology,FIT,CORE2023,National: Pakistan,No,46,,
1037,International Conference on Functional Programming,ICFP,CORE2023,A,Yes,4612,,
1039,International Conference on Generative Programming and Component Engineering,GPCE,CORE2023,B,No,4612,,
1042,International Conference on Graph Transformations,ICGT,CORE2023,B,Yes,4613,4605,
1044,"International Conference on Green, Pervasive and Cloud Computing (was Grid and Pervasive Computing)",GPC,CORE2023,C,No,4606,,
1422,"International Conference on Hardware/Software Codesign and System Synthesis (previously ISSN, changed in 2003)",CODES+ISSS,CORE2023,C,No,CSE,4606,
1184,"International Conference on Heterogeneous Networking for Quality, Reliability, Security and Robustness (was International Conference on Quality of Service in Heterogeneous Wired/Wireless Networks)",Qshine,CORE2023,C,Yes,4606,,
1048,International Conference on High Performance Computing,HiPC,CORE2023,National: India,Yes,4606,,
1050,International Conference on High Performance Scientific Computing,HPSC,CORE2023,National: Vietnam,No,4606,,
1053,International Conference on Human Factors in Computing Systems,CHI,CORE2023,A*,Yes,4608,,
1054,International Conference on Human-Computer Interaction with Mobile Devices and Services,MobileHCI,CORE2023,B,Yes,4608,,
1055,International Conference on Hybrid Artificial Intelligence Systems,HAIS,CORE2023,National: Spain,No,4602,,
1056,International Conference on Hybrid Intelligent Systems,HIS,CORE2023,C,No,4602,,
1058,International Conference on Image Analysis and Processing,ICIAP,CORE2023,National: Italy,No,4603,,
1059,International Conference on Image and Graphics,ICIG,CORE2023,National: China,No,4607,4603,
1060,International Conference on Image and Signal Processing,ICISP,CORE2023,C,Yes,4603,,
1062,International Conference on Implementation and Application of Automata,CIAA,CORE2023,C,Yes,4613,,
2244,International Conference on Indoor Positioning and Indoor Navigation,IPIN,CORE2023,C,Yes,4606,4601,
1064,International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems,IEA/AIE,CORE2023,C,Yes,4602,4611,4603
2276,International Conference on Informatics & Data-Driven Medicine,IDDM,CORE2023,C,Yes,4611,4602,
2226,"International Conference on Informatics in Control, Automation and Robotics",ICINCO,CORE2023,C,Yes,4602,,
1066,International Conference on Information and Communication Technologies and Development,ICTD,CORE2023,C,No,4601,,
2241,International Conference on Information and Communication Technologies for Ageing Well and e-Health,ICT4AWE,CORE2023,C,Yes,4601,4603,4602
1067,International Conference on Information and Communication Technologies in Tourism,ENTER,CORE2023,C,No,4601,,
1068,International Conference on Information and Communications Security,ICICS,CORE2023,C,Yes,4604,,
1071,International Conference on Information and Knowledge Engineering,IKE,CORE2023,National: USA,No,4602,,
1072,International Conference on Information Fusion,FUSION,CORE2023,C,No,4605,,
1073,International Conference on Information Processing and Management of Uncertainty,IPMU,CORE2023,C,Yes,4605,4602,
1076,International Conference on Information Security and Cryptography,SECRYPT,CORE2023,C,Yes,4604,,
1077,International Conference on Information Security and Cryptology,ICISC,CORE2023,National: Korea,No,4604,,
1081,International Conference on Information Systems Security,ICISS,CORE2023,National: India,No,4604,,
2234,International Conference on Information Systems Security and Privacy,ICISSP,CORE2023,C,Yes,4604,,
1083,International Conference on Information Technology and Applications,ICITA,CORE2023,Australasian C,No,4601,,
1087,International Conference on Information Visualisation,IV,CORE2023,C,Yes,4608,4607,
837,International Conference on Innovations for Community Services (was Innovative Internet Computer Systems IICS until 2014),I4CS,CORE2023,C,Yes,4601,,
1090,International Conference on Integration of Artificial Intelligence and Operations Research Techniques in Constraint Programming for Combinatorial Optimization Problems,CPAIOR,CORE2023,B,Yes,4602,,
1093,International Conference on Intelligent Data Engineering and Automated Learning,IDEAL,CORE2023,C,No,46,,
1216,"International Conference on Intelligent Software Methodologies, Tools, and Techniques (was International Conference on Software Methods and Tools)",SoMeT,CORE2023,C,Yes,4612,,
1097,International Conference on Intelligent Systems and Knowledge Engineering,ISKE,CORE2023,National: China,No,4602,,
1098,International Conference on Intelligent Systems Designs and Applications,ISDA,CORE2023,C,No,4602,4601,
1099,International Conference on Intelligent Text Processing and Computational Linguistics,CICLING,CORE2023,C,Yes,4602,,
1100,International Conference on Intelligent Tutoring Systems,ITS,CORE2023,B,Yes,4601,4608,
1101,International Conference on Intelligent User Interfaces,IUI,CORE2023,A,Yes,4608,,
2161,International Conference on Interactive Digital Storytelling (2008 merger of 'ICVS International Conference on Virtual Storytelling' and 'TIDSE Technology for Interactive Digital Storytelling'),ICIDS,CORE2023,C,No,4607,4608,
1104,International Conference on Internet and Web Applications and Services,ICIW,CORE2023,C,No,4606,4605,
1106,International Conference on Internet Computing in Science and Engineering,ICICSE,CORE2023,C,Yes,4606,,
1107,International Conference on Internet Monitoring and Protection,ICIMP,CORE2023,C,No,4604,,
2301,"International Conference on Internet of Things, Big Data and Security",IoTBDS,CORE2023,C,Yes,4604,,
1108,International Conference on Internet Technologies and Applications,ITA,CORE2023,National: USA,No,46,,
1110,International Conference on Knowledge Engineering and Knowledge Management,EKAW,CORE2023,B,Yes,4605,,
1111,International Conference on Knowledge Engineering and Ontology Development,KEOD,CORE2023,C,Yes,4605,,
1112,"International Conference on Knowledge Science, Engineering and Management",KSEM,CORE2023,C,Yes,4602,4605,
1113,International Conference on Knowledge-Based and Intelligent Information and Engineering Systems,KES,CORE2023,B,No,4602,,
1115,International Conference on Language and Automata Theory and Applications,LATA,CORE2023,C,No,4613,,
2268,International Conference on Learning Analytics and Knowledge,LAK,CORE2023,A,Yes,4608,4601,
2273,International Conference on Learning Representations,ICLR,CORE2023,A*,Yes,4611,,
1117,International Conference on Legal Knowledge and Information Systems,JURIX,CORE2023,C,No,4601,,
1119,International Conference on Logic Programming,ICLP,CORE2023,A,Yes,4613,4612,
1120,International Conference on Logic Programming and Non-monotonic Reasoning,LPNMR,CORE2023,B,Yes,4602,4613,
1121,International Conference on Machine Learning,ICML,CORE2023,A*,Yes,4611,,
1122,International Conference on Machine Learning and Applications,ICMLA,CORE2023,C,No,4611,,
1123,International Conference on Machine Learning and Cybernetics,ICMLC,CORE2023,National: China,No,4611,,
1124,International Conference on Machine Vision,ICMV,CORE2023,C,Yes,4603,,
1692,International Conference on Managed Programming Languages and Runtimes (was ManLang and previously Principles and Practice of Programming in Java: PPPJ),MPLR,CORE2023,C,Yes,4612,,
1125,International Conference on Management of Data,COMAD,CORE2023,National: India,Yes,4605,,
2205,International Conference on Management of Digital EcoSystems,MEDES,CORE2023,C,Yes,4606,,
2293,International Conference on Mathematical Foundations of Programming Semantics,MFPS,CORE2023,B,Yes,4613,,
2277,International Conference on Methods and Models in Automation and Robotics,MMAR,CORE2023,National:Poland,Yes,4611,4602,
1131,International Conference on Mobile and Ubiquitous Systems: Networks and Services,Mobiquitous,CORE2023,C,Yes,4606,,
1133,International Conference on Mobile Data Management,MDM,CORE2023,B,Yes,4605,4606,
2206,International Conference on Mobile Systems and Pervasive Computing,MobiSPC,CORE2023,Unranked,Yes,4606,,
1134,"International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",UBICOMM,CORE2023,C,Yes,4606,,
2239,International Conference on Model and Data Engineering,MEDI,CORE2023,C,Yes,4605,4601,
1244,"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",MODELS,CORE2023,A,Yes,4612,,
2297,International Conference on Model-Driven Engineering and Software Development,MODELSWARD,CORE2023,C,Yes,4606,4612,
