"Chung Yao Tsai Journal of Chinese Medicinal Materials (Kuang-Chou Shih","Chung Yao Tsai","",""
"Chung-Hua Cheng Hsing Shao Shang Wai Ko Tsa Chih [Chinese Journal OfPlastic Surgery and Burns] Chung Hua Cheng Hsing Shao Shang Wai Ko Ts","Chih","",""
"Chung-Hua Chieh Ho Ho Hu Hsi Tsa Chih Chinese Journal of Tuberculosis and Respiratory Diseases","Chung Hua Chieh Ho Ho Hu Hsi Tsa Chih","",""
"Chung-Hua Chung Liu Tsa Chih [Chinese Journal of Oncology]","Chung Hua Chung Liu Tsa Chih","",""
"Chung-Hua Erh Pi Yen Hou Ko Tsa Chih Chinese Journal Of Otorhinolaryngology","Chung Hua Erh Pi Yen Hou Ko Tsa Chih","",""
"Chung-Hua Fu Chan Ko Tsa Chih [Chinese Journal of Obstetrics AndGynecology]","Chung Hua Fu Chan Ko Tsa Chih","",""
"Chung-Hua Hsueh Yeh Hsueh Tsa Chih Chinese Journal of Hematology","Chung Hua Hsueh Yeh Hsueh Tsa Chi","",""
"Chung-Hua I Hsueh Tsa Chih [Chinese Medical Journal]","Chung Hua I Hsueh Tsa Chih","",""
"Chung-Hua I Hsueh Tsa Chih [Chinese Medical Journal]","Chung Hua I Hsueh Tsa Chih (Taipei)","",""
"Chung-Hua Kou Chiang I Hsueh Tsa Chih Chinese Journal of Stomatology","Chung Hua Kou Chiang Hsueh Tsa Chih","",""
"Chung-Hua Liu Hsing Ping Hsueh Tsa Chih Chinese Journal of Epidemiology (Pei-Ching","Chung Hua Liu Hsing Ping Hsueh Tsa Chih","",""
"Chung-Hua Min Kuo Hsiao Erh Ko I Hsueh Hui Tsa Chih Chung Hua Min KuoHsiao Erh Ko I Hsueh Hu","Tsa Chih","",""
"Chung-Hua Min Kuo Wei Sheng Wu Chi Mien I Hsueh Tsa Chih Chinese JournalOf Microbiology and Immunology Chung Hua Min Kuo Wei Sheng Wu Chi Mien","Hsueh Tsa Chih","",""
"Chung-Hua Nei Ko Tsa Chih Chinese Journal of Internal Medicine","Chung Hua Nei Ko Tsa Chih","",""
"Chung-Hua Ping Li Hsueh Tsa Chih [Chinese Journal of Pathology]","Chung Hua Ping Li Hsueh Tsa Chih","",""
"Chung-Hua Shih Yen Ho Lin Chuang Ping Tu Hsueh Tsa Chih ChineseJournal of Experimental and Clinical Virology Chung Hua Shih Yen Ho","","",""
"Lin Chuang Ping T","Hsueh Tsa Chih","",""
"Chung-Hua Wai Ko Tsa Chih [Chinese Journal of Surgery]","Chung Hua Wai Ko Tsa Chih","",""
"Chung-Hua Yen Ko Tsa Chih [Chinese Journal of Ophthalmology]","Chung Hua Yen Ko Tsa Chih","",""
"Chung-Hua Yu Fang I Hsueh Tsa Chih [Chinese Journal Of Preventive Medicine]","Chung Hua Yu Fang I Hsueh Tsa Chih","",""
"Chung-Kuo Chi Sheng Chung Hsueh Yu Chi Sheng Chung Ping Tsa Chih ChineseJournal of Parasitology and Parasitic Diseases Chung Kuo Chi Sheng Chung","","",""
"Hsueh Yu Ch","Sheng Chung Ping Tsa Chih","",""
"Chung-Kuo Chung Hsi I Chieh Ho Tsa Chih (Pei-Ching","Chung Kuo Chung Hsi I Chieh Ho Tsa Chih","",""
"Chung-Kuo Chung Yao Tsa Chih China Journal of Chinese Materia Medica (Pei-Ching","Chung Kuo Chung Yao Tsa Chih","",""
"Chung-Kuo Hsiu Fu Chung Chien Wai Ko Tsa Chih Chinesse Journal OfReparative and Reconstructive Surgery (Cheng-Tu Shih) Chung Kuo Hsiu Fu","","",""
"Chung Chien Wai Ko Ts","Chih","",""
"Chung-Kuo I Hsueh Ko Hsueh Yuan Hsueh Pao Acta Academiae Medicinae Sinicae","Chung Kuo I Hsueh Ko Hsueh Yuan Hsueh Pao","",""
"Chung-Kuo I Liao Chi Hsieh Tsa Chih Chinese Journal of Medical Instrumentation (Shang-Hai Shih","Chung Kuo I Liao Chi Hsieh Tsa Chih","",""
"Chung-Kuo Yao Li Hsueh Pao [Acta Pharmacologica Sinica]","Chung Kuo Yao Li Hsueh Pao","",""
"Chung-Kuo Ying Yung Sheng Li Hsueh Tsa Chih Chinese Journal of Applied Physiology","Chung Kuo Ying Yung Sheng Li Hsueh Tsa Chih","",""
"Ciba Foundation Symposium","Ciba Found Symp","",""
"Circulation","Circulation","",""
"Circulation Research","Circ Res","",""
"Cirugia Pediatrica","Cir Pediatr","",""
"CLAO Journal","CLAO J","",""
"Cleft Palate-Craniofacial Journal","Cleft Palate Craniofac J","",""
"Cleveland Clinic Journal of Medicine","Cleve Clin J Med","",""
"Clinica Chimica Acta","Clin Chim Acta","",""
"Clinica Terapeutica","Clin Ter","",""
"Clinical Anatomy","Clin Anat","",""
"Clinical Autonomic Research","Clin Auton Res","",""
"Clinical Biochemistry","Clin Biochem","",""
"Clinical Cardiology","Clin Cardiol","",""
"Clinical Chemistry","Clin Chem","",""
"Clinical Chemistry and Laboratory Medicine","Clin Chem Lab Med","",""
"Clinical and Diagnostic Laboratory Immunology","Clin Diagn Lab Immunol","",""
"Clinical Dysmorphology","Clin Dysmorphol","",""
"Clinical Electroencephalography","Clin Electroencephalogr","",""
"Clinical Endocrinology","Clin Endocrinol (Oxf)","",""
"Clinical and Experimental Allergy","Clin Exp Allergy","",""
"Clinical and Experimental Dermatology","Clin Exp Dermatol","",""
"Clinical and Experimental Hypertension","Clin Exp Hypertens","",""
"Clinical and Experimental Immunology","Clin Exp Immunol","",""
"Clinical and Experimental Metastasis","Clin Exp Metastasis","",""
"Clinical and Experimental Obstetrics And Gynecology","Clin Exp Obstet Gynecol","",""
"Clinical and Experimental Pharmacology And Physiology","Clin Exp Pharmacol Physiol","",""
"Clinical and Experimental Pharmacology And Physiology. Supplement","Clin Exp Pharmacol Physiol Suppl","",""
"Clinical and Experimental Rheumatology","Clin Exp Rheumatol","",""
"Clinical Genetics","Clin Genet","",""
"Clinical Hemorheology and Microcirculation","Clin Hemorheol Microcirc","",""
"Clinical IMAging","Clin Imaging","",""
"Clinical Immunology and Immunopathology","Clin Immunol Immunopathol","",""
"Clinical Infectious Diseases","Clin Infect Dis","",""
"Clinical and Investigative Medicine. Medecine Clinique Et Experimentale","Clin Invest Med","",""
"Clinical Journal of Pain","Clin J Pain","",""
"Clinical Journal of Sport Medicine","Clin J Sport Med","",""
"Clinical and Laboratory Haematology","Clin Lab Haematol","",""
"Clinical Microbiology Reviews","Clin Microbiol Rev","",""
"Clinical Nephrology","Clin Nephrol","",""
"Clinical Neurology and Neurosurgery","Clin Neurol Neurosurg","",""
"Clinical Neuropathology","Clin Neuropathol","",""
"Clinical Neuropharmacology","Clin Neuropharmacol","",""
"Clinical Neuroscience","Clin Neurosci","",""
"Clinical Neurosurgery","Clin Neurosurg","",""
"Clinical Nuclear Medicine","Clin Nucl Med","",""
"Clinical Obstetrics and Gynecology","Clin Obstet Gynecol","",""
"Clinical Oncology (Royal College of Radiologists)","Clin Oncol (R Coll Radiol)","",""
"Clinical Orthopaedics and Related Research","Clin Orthop","",""
"Clinical Otolaryngology","Clin Otolaryngol","",""
"Clinical Pediatrics","Clin Pediatr (Phila)","",""
"Clinical Pharmacokinetics","Clin Pharmacokinet","",""
"Clinical Pharmacology and Therapeutics","Clin Pharmacol Ther","",""
"Clinical Physiology","Clin Physiol","",""
"Clinical Psychology Review","Clin Psychol Rev","",""
"Clinical Radiology","Clin Radiol","",""
"Clinical Rehabilitation","Clin Rehabil","",""
"Clinical Reviews In Allergy and Immunology","Clin Rev Allergy Immunol","",""
"Clinical Rheumatology","Clin Rheumatol","",""
"Clinical Science","Clin Sci (Colch)","",""
"Clinical Symposia","Clin Symp","",""
"Clinical Techniques In Small Animal Practice","Clin Tech Small Anim Pract","",""
"Clinical Therapeutics","Clin Ther","",""
"Clinical Transplantation","Clin Transplant","",""
"Clinical Transplants","Clin Transpl","",""
"Clinics In Chest Medicine","Clin Chest Med","",""
"Clinics In Dermatology","Clin Dermatol","",""
"Clinics In Diagnostic Ultrasound","Clin Diagn Ultrasound","",""
"Clinics In Geriatric Medicine","Clin Geriatr Med","",""
"Clinics In Laboratory Medicine","Clin Lab Med","",""
"Clinics In Perinatology","Clin Perinatol","",""
"Clinics In Plastic Surgery","Clin Plast Surg","",""
"Clinics In Podiatric Medicine and Surgery","Clin Podiatr Med Surg","",""
"Clinics In Sports Medicine","Clin Sports Med","",""
"Clio Medica","Clio Med","",""
"CMAJ","CMAJ","",""
"Cognitive Computation","Cognit. Comput.","",""
"Cold Spring Harbor Symposia on Quantitative Biology","Cold Spring Harb Symp Quant Biol","",""
"Collegium Antropologicum","Coll Antropol","",""
"Communicable Disease Report. CDR Review","Commun Dis Rep CDR Rev","",""
"Communicable Disease Report. CDR Supplement","Commun Dis Rep CDR Suppl","",""
"Communicable Disease Report. CDR Weekly","Commun Dis Rep CDR Wkly","",""
"Communicable Diseases Intelligence","Commun Dis Intell","",""
"Community Dental Health (Houndsmills, Hampshire","Community Dent Health","",""
"Community Dentistry and Oral Epidemiology","Community Dent Oral Epidemiol","",""
"Community Mental Health Journal","Community Ment Health J","",""
"Comparative Immunology, Microbiology and Infectious Diseases","Comp Immunol Microbiol Infect Dis","",""
"Comprehensive Psychiatry","Compr Psychiatry","",""
"Comprehensive Therapy","Compr Ther","",""
"Comptes Rendus de L Academie Des Sciences. Serie III, Sciences De La Vie","C R Acad Sci III","",""
"Comptes Rendus Des Seances de la Societe De Biologie Et De Ses Filiales","C R Seances Soc Biol Fil","",""
"Computer Aided Surgery","Comput Aided Surg","",""
"Computer Methods and Programs In Biomedicine","Comput Methods Programs Biomed","",""
"Computerized Medical IMAging and Graphics","Comput Med Imaging Graph","",""
"Computers In Biology and Medicine","Comput Biol Med","",""
"Computers and Biomedical Research","Comput Biomed Res","",""
"Computers and Chemistry","Comput Chem","",""
"Computers In Nursing","Comput Nurs","",""
"Connecticut Medicine","Conn Med","",""
"Connective Tissue Research","Connect Tissue Res","",""
"Consciousness and Cognition","Conscious Cogn","",""
"Contact Dermatitis","Contact Dermatitis","",""
"Contemporary Topics In Molecular Immunology","Contemp Top Mol Immunol","",""
"Contraception","Contraception","",""
"Contraception, Fertilite, Sexualite","Contracept Fertil Sex","",""
"Contributions To Epidemiology and Biostatistics","Contrib Epidemiol Biostat","",""
"Contributions To Gynecology and Obstetrics","Contrib Gynecol Obstet","",""
"Contributions To Nephrology","Contrib Nephrol","",""
"Controlled Clinical Trials","Control Clin Trials","",""
"Cornea","Cornea","",""
"Coronary Artery Disease","Coron Artery Dis","",""
"Cortex","Cortex","",""
"Crisis","Crisis","",""
"Critical Care Clinics","Crit Care Clin","",""
"Critical Care Medicine","Crit Care Med","",""
"Critical Reviews In Biochemistry and Molecular Biology","Crit Rev Biochem Mol Biol","",""
"Critical Reviews In Biomedical Engineering","Crit Rev Biomed Eng","",""
"Critical Reviews In Biotechnology","Crit Rev Biotechnol","",""
"Critical Reviews In Clinical Laboratory Sciences","Crit Rev Clin Lab Sci","",""
"Critical Reviews In Diagnostic IMAging","Crit Rev Diagn Imaging","",""
"Critical Reviews In Eukaryotic Gene Expression","Crit Rev Eukaryot Gene Expr","",""
"Critical Reviews In Food Science and Nutrition","Crit Rev Food Sci Nutr","",""
"Critical Reviews In Immunology","Crit Rev Immunol","",""
"Critical Reviews In Microbiology","Crit Rev Microbiol","",""
"Critical Reviews In Neurobiology","Crit Rev Neurobiol","",""
"Critical Reviews In Oncogenesis","Crit Rev Oncog","",""
"Critical Reviews In Oncology/Hematology","Crit Rev Oncol Hematol","",""
"Critical Reviews In Oral Biology and Medicine","Crit Rev Oral Biol Med","",""
"Critical Reviews In Therapeutic Drug Carrier Systems","Crit Rev Ther Drug Carrier Syst","",""
"Critical Reviews In Toxicology","Crit Rev Toxicol","",""
"Cryobiology","Cryobiology","",""
"Cultural Diversity and Mental Health","Cult Divers Ment Health","",""
"Culture, Medicine and Psychiatry","Cult Med Psychiatry","",""
"Current Biology","Curr Biol","",""
"Current Clinical Topics In Infectious Diseases","Curr Clin Top Infect Dis","",""
"Current Eye Research","Curr Eye Res","",""
"Current Genetics","Curr Genet","",""
"Current Medical Research and Opinion","Curr Med Res Opin","",""
"Current Opinion In Biotechnology","Curr Opin Biotechnol","",""
"Current Opinion In Cardiology","Curr Opin Cardiol","",""
"Current Opinion In Cell Biology","Curr Opin Cell Biol","",""
"Current Opinion In Genetics and Development","Curr Opin Genet Dev","",""
"Current Opinion In Hematology","Curr Opin Hematol","",""
"Current Opinion In Immunology","Curr Opin Immunol","",""
"Current Opinion In Lipidology","Curr Opin Lipidol","",""
"Current Opinion In Nephrology and Hypertension","Curr Opin Nephrol Hypertens","",""
"Current Opinion In Neurobiology","Curr Opin Neurobiol","",""
"Current Opinion In Neurology","Curr Opin Neurol","",""
"Current Opinion In Obstetrics and Gynecology","Curr Opin Obstet Gynecol","",""
"Current Opinion In Oncology","Curr Opin Oncol","",""
"Current Opinion In Pediatrics","Curr Opin Pediatr","",""
"Current Opinion In Pulmonary Medicine","Curr Opin Pulm Med","",""
"Current Opinion In Rheumatology","Curr Opin Rheumatol","",""
"Current Opinion In Structural Biology","Curr Opin Struct Biol","",""
"Current Problems In Cancer","Curr Probl Cancer","",""
"Current Problems In Cardiology","Curr Probl Cardiol","",""
"Current Problems In Dermatology","Curr Probl Dermatol","",""
"Current Problems In Diagnostic Radiology","Curr Probl Diagn Radiol","",""
"Current Problems In Pediatrics","Curr Probl Pediatr","",""
"Current Problems In Surgery","Curr Probl Surg","",""
"Current Studies In Hematology and Blood Transfusion","Curr Stud Hematol Blood Transfus","",""
"Current Therapy In Endocrinology and Metabolism","Curr Ther Endocrinol Metab","",""
"Current Topics In Cellular Regulation","Curr Top Cell Regul","",""
"Current Topics In Developmental Biology","Curr Top Dev Biol","",""
"Current Topics In Medical Mycology","Curr Top Med Mycol","",""
"Current Topics In Microbiology and Immunology","Curr Top Microbiol Immunol","",""
"Current Topics In Neuroendocrinology","Curr Top Neuroendocrinol","",""
"Current Topics In Pathology","Curr Top Pathol","",""
"Cutis","Cutis","",""
"Cytobios","Cytobios","",""
"Cytogenetics and Cell Genetics","Cytogenet Cell Genet","",""
"Cytokine","Cytokine","",""
"Cytokine and Growth Factor Reviews","Cytokine Growth Factor Rev","",""
"Cytokines","Cytokines","",""
"Cytokines, Cellular and Molecular Therapy","Cytokines Cell Mol Ther","",""
"Cytometry","Cytometry","",""
"Cytometry. Supplement","Cytometry Suppl","",""
"Cytopathology","Cytopathology","",""
"Dakar Medical","Dakar Med","",""
"Danish Medical Bulletin","Dan Med Bull","",""
"Delaware Medical Journal","Del Med J","",""
"Dementia and Geriatric Cognitive Disorders","Dement Geriatr Cogn Disord","",""
"Demography","Demography","",""
"Dental Clinics of North America","Dent Clin North Am","",""
"Depression and Anxiety","Depress Anxiety","",""
"Dermatologic Clinics","Dermatol Clin","",""
"Dermatologic Surgery","Dermatol Surg","",""
"Dermatology","Dermatology","",""
"Dermatology Online Journal","Dermatol Online J","",""
"Deutsche Medizinische Wochenschrift","Dtsch Med Wochenschr","",""
"Development","Development","",""
"Development Growth and Differentiation","Dev Growth Differ","",""
"Development and Psychopathology","Dev Psychopathol","",""
"Development. Supplement","Dev Suppl","",""
"Developmental Biology","Dev Biol","",""
"Developmental and Comparative Immunology","Dev Comp Immunol","",""
"Developmental Dynamics","Dev Dyn","",""
"Developmental Genetics","Dev Genet","",""
"Developmental Immunology","Dev Immunol","",""
"Developmental Medicine and Child Neurology","Dev Med Child Neurol","",""
"Developmental Medicine and Child Neurology. Supplement","Dev Med Child Neurol Suppl","",""
"Developmental Neuroscience","Dev Neurosci","",""
"Developmental Psychobiology","Dev Psychobiol","",""
"Developmental Psychology","Dev Psychol","",""
"Developments In Biological Standardization","Dev Biol Stand","",""
"Developments In Ophthalmology","Dev Ophthalmol","",""
"Diabetes","Diabetes","",""
"Diabetes Care","Diabetes Care","",""
"Diabetes and Metabolism","Diabetes Metab","",""
"Diabetes/Metabolism Reviews","Diabetes Metab Rev","",""
"Diabetes Research and Clinical Practice","Diabetes Res Clin Pract","",""
"Diabetic Medicine","Diabet Med","",""
"Diabetologia","Diabetologia","",""
"Diagnostic Cytopathology","Diagn Cytopathol","",""
"Diagnostic Microbiology and Infectious Disease","Diagn Microbiol Infect Dis","",""
"Diagnostic Molecular Pathology","Diagn Mol Pathol","",""
"Differentiation","Differentiation","",""
"Digestion","Digestion","",""
"Digestive Diseases","Dig Dis","",""
"Digestive Diseases and Sciences","Dig Dis Sci","",""
"Disability and Rehabilitation","Disabil Rehabil","",""
"Disasters","Disasters","",""
"Disease Markers","Dis Markers","",""
"Disease-A-Month","Dis Mon","",""
"Diseases of The Colon and Rectum","Dis Colon Rectum","",""
"Diseases of The Esophagus","Dis Esophagus","",""
"DNA and Cell Biology","DNA Cell Biol","",""
"DNA Research","DNA Res","",""
"DNA Sequence","DNA Seq","",""
"Documenta Ophthalmologica","Doc Ophthalmol","",""
"Doklady Akademii Nauk","Dokl Akad Nauk","",""
"Domestic Animal Endocrinology","Domest Anim Endocrinol","",""
"Downs Syndrome Research and Practice","Downs Syndr Res Pract","",""
"Drug and Alcohol Dependence","Drug Alcohol Depend","",""
"Drug and Chemical Toxicology","Drug Chem Toxicol","",""
"Drug Design and Discovery (Yverdon-Les-Bains","Drug Des Discov","",""
"Drug Metabolism and Disposition","Drug Metab Dispos","",""
"Drug Metabolism and Drug Interactions","Drug Metabol Drug Interact","",""
"Drug Metabolism Reviews","Drug Metab Rev","",""
"Drug Safety","Drug Saf","",""
"Drug and Therapeutics Bulletin","Drug Ther Bull","",""
"Drugs","Drugs","",""
"Drugs and Aging","Drugs Aging","",""
"Drugs Under Experimental and Clinical Research","Drugs Exp Clin Res","",""
"DTW. Deutsche Tierarztliche Wochenschrift","DTW Dtsch Tierarztl Wochenschr","",""
"Duodecim","Duodecim","",""
"Dysphagia","Dysphagia","",""
"Ear and Hearing","Ear Hear","",""
"Ear, Nose, and Throat Journal","Ear Nose Throat J","",""
"Early Human Development","Early Hum Dev","",""
"Early Pregnancy","Early Pregnancy","",""
"East African Medical Journal","East Afr Med J","",""
"Ecotoxicology and Environmental Safety","Ecotoxicol Environ Saf","",""
"Eisei Shikenjo Hokoku. Bulletin of National Institute Of Hygienic Sciences","Eisei Shikenjo Hokoku","",""
"Eksperimentalnaia I Klinicheskaia Farmakologiia","Eksp Klin Farmakol","",""
"Electroencephalography and Clinical Neurophysiology","Electroencephalogr Clin Neurophysiol","",""
"Electroencephalography and Clinical Neurophysiology. Supplement","Electroencephalogr Clin Neurophysiol Suppl","",""
"Electromyography and Clinical Neurophysiology","Electromyogr Clin Neurophysiol","",""
"Electrophoresis","Electrophoresis","",""
"EMBO Journal","EMBO J","",""
"Emergency Medicine Clinics of North America","Emerg Med Clin North Am","",""
"Emerging Infectious Diseases","Emerg Infect Dis","",""
"Encephale","Encephale","",""
"Endeavour","Endeavour","",""
"Endocrine","Endocrine","",""
"Endocrine Journal","Endocr J","",""
"Endocrine Research","Endocr Res","",""
"Endocrine Reviews","Endocr Rev","",""
"Endocrinology","Endocrinology","",""
"Endocrinology and Metabolism Clinics of North America","Endocrinol Metab Clin North Am","",""
"Endoscopy","Endoscopy","",""
"Endothelium","Endothelium","",""
"Enfermedades Infecciosas Y Microbiologia Clinica","Enferm Infecc Microbiol Clin","",""
"Environmental Health Perspectives","Environ Health Perspect","",""
"Environmental and Molecular Mutagenesis","Environ Mol Mutagen","",""
"Environmental Research","Environ Res","",""
"Epidemiologia E Prevenzione","Epidemiol Prev","",""
"Epidemiologia E Psichiatria Sociale","Epidemiol Psichiatr Soc","",""
"Epidemiologic Reviews","Epidemiol Rev","",""
"Epidemiological Bulletin","Epidemiol Bull","",""
"Epidemiologie, Mikrobiologie, Imunologie","Epidemiol Mikrobiol Imunol","",""
"Epidemiology","Epidemiology","",""
"Epidemiology and Infection","Epidemiol Infect","",""
"Epilepsia","Epilepsia","",""
"Epilepsy Research","Epilepsy Res","",""
"Epilepsy Research. Supplement","Epilepsy Res Suppl","",""
"Equine Veterinary Journal","Equine Vet J","",""
"Ergonomics","Ergonomics","",""
"Essays In Biochemistry","Essays Biochem","",""
"Ethiopian Medical Journal","Ethiop Med J","",""
"Ethnicity and Disease","Ethn Dis","",""
"Ethnicity and Health","Ethn Health","",""
"European Archives of Oto-Rhino-Laryngology","Eur Arch Otorhinolaryngol","",""
"European Archives of Oto-Rhino-Laryngology. Supplement","Eur Arch Otorhinolaryngol Suppl","",""
"European Archives of Psychiatry and Clinical Neuroscience","Eur Arch Psychiatry Clin Neurosci","",""
"European Biophysics Journal","Eur Biophys J","",""
"European Child and Adolescent Psychiatry","Eur Child Adolesc Psychiatry","",""
"European Cytokine Network","Eur Cytokine Netw","",""
"European Heart Journal","Eur Heart J","",""
"European Journal of Anaesthesiology","Eur J Anaesthesiol","",""
"European Journal of Anaesthesiology. Supplement","Eur J Anaesthesiol Suppl","",""
"European Journal of Applied Physiology and Occupational Physiology","Eur J Appl Physiol","",""
"European Journal of Biochemistry","Eur J Biochem","",""
"European Journal of Cancer","Eur J Cancer","",""
"European Journal of Cancer Prevention","Eur J Cancer Prev","",""
"European Journal of Cardio-Thoracic Surgery","Eur J Cardiothorac Surg","",""
"European Journal of Cell Biology","Eur J Cell Biol","",""
"European Journal of Cell Biology. Supplement","Eur J Cell Biol Suppl","",""
"European Journal of Clinical Investigation","Eur J Clin Invest","",""
"European Journal of Clinical Microbiology and Infectious Diseases","Eur J Clin Microbiol Infect Dis","",""
"European Journal of Clinical Nutrition","Eur J Clin Nutr","",""
"European Journal of Clinical Pharmacology","Eur J Clin Pharmacol","",""
"European Journal of Drug Metabolism and Pharmacokinetics","Eur J Drug Metab Pharmacokinet","",""
"European Journal of Emergency Medicine","Eur J Emerg Med","",""
"European Journal of Endocrinology","Eur J Endocrinol","",""
"European Journal of Epidemiology","Eur J Epidemiol","",""
"European Journal of Gastroenterology and Hepatology","Eur J Gastroenterol Hepatol","",""
"European Journal of Gynaecological Oncology","Eur J Gynaecol Oncol","",""
"European Journal of Haematology","Eur J Haematol","",""
"European Journal of Haematology. Supplementum","Eur J Haematol Suppl","",""
"European Journal of Histochemistry","Eur J Histochem","",""
"European Journal of Human Genetics","Eur J Hum Genet","",""
"European Journal of Immunogenetics","Eur J Immunogenet","",""
"European Journal of Immunology","Eur J Immunol","",""
"European Journal of Medical Research","Eur J Med Res","",""
"European Journal of Morphology","Eur J Morphol","",""
"European Journal of Neuroscience","Eur J Neurosci","",""
"European Journal of Nuclear Medicine","Eur J Nucl Med","",""
"European Journal of Obstetrics, Gynecology, and Reproductive Biology","Eur J Obstet Gynecol Reprod Biol","",""
"European Journal of Ophthalmology","Eur J Ophthalmol","",""
"European Journal of Oral Sciences","Eur J Oral Sci","",""
"European Journal of Orthodontics","Eur J Orthod","",""
"European Journal of Pediatric Surgery","Eur J Pediatr Surg","",""
"European Journal of Pediatrics","Eur J Pediatr","",""
"European Journal of Pharmacology","Eur J Pharmacol","",""
"European Journal of Radiology","Eur J Radiol","",""
"European Journal of Rheumatology and Inflammation","Eur J Rheumatol Inflamm","",""
"European Journal of Surgery","Eur J Surg","",""
"European Journal of Surgical Oncology","Eur J Surg Oncol","",""
"European Journal of Vascular and Endovascular Surgery","Eur J Vasc Endovasc Surg","",""
"European Neurology","Eur Neurol","",""
"European Neuropsychopharmacology","Eur Neuropsychopharmacol","",""
"European Radiology","Eur Radiol","",""
"European Respiratory Journal","Eur Respir J","",""
"European Respiratory Journal. Supplement","Eur Respir J Suppl","",""
"European Review For Medical and Pharmacological Sciences","Eur Rev Med Pharmacol Sci","",""
"European Spine Journal","Eur Spine J","",""
"European Surgical Research","Eur Surg Res","",""
"European Urology","Eur Urol","",""
"Evolutionary Computation","Evol Comput","",""
"Exercise Immunology Review","Exerc Immunol Rev","",""
"Exercise and Sport Sciences Reviews","Exerc Sport Sci Rev","",""
"Experimental Aging Research","Exp Aging Res","",""
"Experimental Animals","Exp Anim","",""
"Experimental and Applied Acarology","Exp Appl Acarol","",""
"Experimental Brain Research","Exp Brain Res","",""
"Experimental Cell Research","Exp Cell Res","",""
"Experimental and Clinical Endocrinology And Diabetes","Exp Clin Endocrinol Diabetes","",""
"Experimental and Clinical Immunogenetics","Exp Clin Immunogenet","",""
"Experimental and Clinical Psychopharmacology","Exp Clin Psychopharmacol","",""
"Experimental Dermatology","Exp Dermatol","",""
"Experimental Eye Research","Exp Eye Res","",""
"Experimental Gerontology","Exp Gerontol","",""
"Experimental Hematology","Exp Hematol","",""
"Experimental Lung Research","Exp Lung Res","",""
"Experimental and Molecular Pathology","Exp Mol Pathol","",""
"Experimental Nephrology","Exp Nephrol","",""
"Experimental Neurology","Exp Neurol","",""
"Experimental Parasitology","Exp Parasitol","",""
"Experimental Physiology","Exp Physiol","",""
"Experimental and Toxicologic Pathology","Exp Toxicol Pathol","",""
"Eye","Eye","",""
"Fa I Hsueh Tsa Chih Journal of Forensic Medicine (Shang-Hai","Fa I Hsueh Tsa Chih","",""
"Family Medicine","Fam Med","",""
"Family Planning Perspectives","Fam Plann Perspect","",""
"Family Practice","Fam Pract","",""
"Family Process","Fam Process","",""
"FAO Food and Nutrition Paper","FAO Food Nutr Pap","",""
"Faraday Discussions","Faraday Discuss","",""
"Farmaco","Farmaco","",""
"FASEB Journal","FASEB J","",""
"FEBS Letters","FEBS Lett","",""
"FEMS Immunology and Medical Microbiology","FEMS Immunol Med Microbiol","",""
"FEMS Microbiology Letters","FEMS Microbiol Lett","",""
"FEMS Microbiology Reviews","FEMS Microbiol Rev","",""
"Fertility and Sterility","Fertil Steril","",""
"Fetal Diagnosis and Therapy","Fetal Diagn Ther","",""
"Fiziologiia Cheloveka","Fiziol Cheloveka","",""
"Fogorvosi Szemle","Fogorv Sz","",""
"Folding and Design","Fold Des","",""
"Folia Biologica","Folia Biol (Praha)","",""
"Folia Biologica","Folia Biol (Krakow)","",""
"Folia Histochemica Et Cytobiologica","Folia Histochem Cytobiol","",""
"Folia Medica","Folia Med (Plovdiv)","",""
"Folia Medica Cracoviensia","Folia Med Cracov","",""
"Folia Microbiologica","Folia Microbiol (Praha)","",""
"Folia Morphologica","Folia Morphol (Warsz)","",""
"Folia Parasitologica","Folia Parasitol (Praha)","",""
"Folia Phoniatrica Et Logopedica","Folia Phoniatr Logop","",""
"Folia Primatologica","Folia Primatol (Basel)","",""
"Food Additives and Contaminants","Food Addit Contam","",""
"Food and Chemical Toxicology","Food Chem Toxicol","",""
"Foot and Ankle International","Foot Ankle Int","",""
"Forensic Science International","Forensic Sci Int","",""
"Fortschritte Der Chemie Organischer Naturstoffe","Fortschr Chem Org Naturst","",""
"Fortschritte Der Medizin","Fortschr Med","",""
"Fortschritte Der Medizin. Supplement","Fortschr Med Suppl","",""
"Fortschritte Der Neurologie-Psychiatrie","Fortschr Neurol Psychiatr","",""
"Free Radical Biology and Medicine","Free Radic Biol Med","",""
"Free Radical Research","Free Radic Res","",""
"Frontiers In Bioscience","Front Biosci","",""
"Frontiers of Medical and Biological Engineering","Front Med Biol Eng","",""
"Frontiers In Neuroendocrinology","Front Neuroendocrinol","",""
"Frontiers of Radiation Therapy and Oncology","Front Radiat Ther Oncol","",""
"Fukuoka Igaku Zasshi. Fukuoka Acta Medica","Fukuoka Igaku Zasshi","",""
"Fukushima Journal of Medical Science","Fukushima J Med Sci","",""
"Functional Neurology","Funct Neurol","",""
"Fundamental and Clinical Pharmacology","Fundam Clin Pharmacol","",""
"Fungal Genetics and Biology","Fungal Genet Biol","",""
"Future of Children","Future Child","",""
"Gaceta Medica de Mexico","Gac Med Mex","",""
"Gaceta Sanitaria","Gac Sanit","",""
