"Chronicle of the New Researcher","Chron. New Res.",""
"Climate Risk Management","Clim. Risk Manage.",""
"Climate of the Past Discussion","Clim. Past Discuss.",""
"Clinical Immunology (San Diego, CA, United States)","Clin. Immunol. (San Diego, CA, U. S.)",""
"Clinical Pharmacology and Therapeutics (St. Louis)","Clin. Pharmacol. Ther. (St. Louis)",""
"Clinical Pharmacology in Drug Development","Clin. Pharmacol. Drug Dev.",""
"Clinical Phytoscience","Clin. Phytosci.",""
"Clinical Psychopharmacology and Neuroscience","Clin. Psychopharmacol. Neurosci.",""
"Clinical and Translational Science","Clin. Transl. Sci.",""
"Cllinical and Experimental Dental Research","Clin. Exp. Dent. Res.",""
"Coal Preparation (Philadelphia, PA, United States)","Coal Prep. (Philadelphia, PA, U. S.)",""
"Coenoses","Coenoses",""
"Colloid and Interface Science Communications","Colloid Interface Sci. Commun.",""
"Colloids and Interface Science Communications","Colloids Interface Sci. Commun.",""
"Colonial Plant and Animal Products","Colon. Plant Anim. Prod.",""
"Commonwealth Forestry Review, The","Commonw. For. Rev.",""
"Communicationes Instituti Forestalis Fenniae","Commun. Inst. For. Fenn.",""
"Communications Surveys and Tutorials","Commun. Surveys Tuts.",""
"Communicative & Integrative Biology","Commun. Integr. Biol.",""
"Comparative Biochemistry and Physiology, A: Comparative Physiology","Comp. Biochem. Physiol., A: Comp. Physiol.",""
"Comparative Biochemistry and Physiology, B: Comparative Biochemistry","Comp. Biochem. Physiol., B: Comp. Biochem.",""
"Comparative Biochemistry and Physiology, C: Comparative Pharmacology and Toxicology","Comp. Biochem. Physiol., C: Comp. Pharmacol. Toxicol.",""
"Comptes Rendus de l' Academie des Sciences Serie IIc: Chemie","C. R. Acad. Sci., Ser. IIc: Chim.",""
"Comptes Rendus de l'Academie des Sciences, Serie IIa: Sciences de la Terre et des Planets","C. R. Acad. Sci., Ser. IIa: Sci. Terre Planets",""
"Comptes Rendus de l'Academie des Sciences, Serie IIb: Mecanique Physique Chimie Astronomie","C. R. Acad. Sci., Ser. IIb: Mec., Phys., Chim., Astron.",""
"Comptes rendus des séances de l'Académie d'Agriculture de France","Comptes rendus séance Acad. Agric. Fr.",""
"Comptes rendus hebdomadaires des séances de l'académie des sciences, Paris","Comptes rendus hebd. séances acad. sci. Paris",""
"Computational Condensed Matter","Comput. Condens. Matter",""
"Computational Geometry: Theory and Applications","Comput. Geom. Theory Appl.",""
"Computational and Structural Biotechnology Journal","Comput. Struct. Biotechnol. J.",""
"Computers and Geosciences","Comput. Geosci.",""
"Comunicaciones presentadas a las Jornadas del Comite Espanol de la Detergencia","Comun. Jorn. Com. Esp. Deterg.",""
"Condor, The","Condor",""
"Conference Record of the IEEE Photovoltaic Specialists Conference","Conf. Rec. IEEE Photovoltaic Spec. Conf.",""
"Contributions from the Central Research Institute for Agriculture Bogor","Contrib. Cent. Res. Inst. Agric. Bogor",""
"Contributions from the United States National Herbarium","Contrib. U. S. Natl. Herb.",""
"Cornell Plantations","Cornell Plant.",""
"Courrier de l’environnement de l’INRA, Le","Courr. environ. INRA",""
"Courrier de l’exploitant et du scieur","Courr. exploit. scieur",""
"Cryosphere Discussions","Cryosphere Discuss.",""
"Cryptogamic Botany","Cryptogam. Bot.",""
"Crystallography","Acta Crystallogr., Sect. A: Found. Crystallogr.",""
"Current Drug Abuse Reviews","Curr. Drug Abuse Rev.",""
"Current Drug Targets: CNS & Neurological Disorders","Curr. Drug Targets: CNS Neurol. Disord.",""
"Current Drug Targets: Cardiovascular & Haematological Disorders","Curr. Drug Targets: Cardiovasc. & Haematol. Disord.",""
"Current Drug Targets: Immune, Endocrine and Metabolic Disorders","Curr. Drug Targets: Immune, Endocr. Metab. Disord.",""
"Current Drug Targets: Infectious Disorders","Curr. Drug Targets: Infect. Disord.",""
"Current Drug Targets: Inflammation & Allergy","Curr. Drug Targets: Inflammation Allergy",""
"Current Medicinal Chemistry: Anti-Cancer Agents","Curr. Med. Chem.: Anti-Cancer Agents",""
"Current Medicinal Chemistry: Anti-Infective Agents","Curr. Med. Chem.: Anti-Infect. Agents",""
"Current Medicinal Chemistry: Anti-Inflammatory & Anti-Allergy Agents","Curr. Med. Chem.: Anti-Inflammatory Anti-Allergy Agents",""
"Current Medicinal Chemistry: Cardiovascular & Hematological Agents","Curr. Med. Chem.: Cardiovasc. Hematol. Agents",""
"Current Medicinal Chemistry: Central Nervous System Agents","Curr. Med. Chem.: Cent. Nerv. Syst. Agents",""
"Current Medicinal Chemistry: Immunology, Endocrine & Metabolic Agents","Curr. Med. Chem.: Immunol., Endocr. Metab. Agents",""
"Current Opinion in Food Science","Curr. Opin. Food Sci.",""
"Current Opinion in Insect Science","Curr. Opin. Insect Sci.",""
"Current Pharmacogenomics","Curr. Pharmacogenomics",""
"Current Plant Biology","Curr. Plant Biol.",""
"Cytokine (Philadelphia)","Cytokine (Philadelphia)",""
"Cytometry, Part B: Clinical Cytometry","Cytometry, Part B",""
"DECHEMA Biotechnology Conferences","DECHEMA Biotechnol. Conf.",""
"DVS Berichte","DVS Ber.",""
"Dangerous Properties of Industrial Materials Report","Dangerous Prop. Ind. Mater. Rep.",""
"Data Science Journal","Data Sci. J.",""
"Data Science and Engineering","Data Sci. Eng.",""
"Data and Knowledge Engineering","Data Knowl. Eng.",""
"Davoser Revue","Davos. Rev.",""
"Daxue Huaxue","Daxue Huaxue",""
"Dendronatura","Dendronatura",""
"Denki Kagaku oyobi Kogyo Butsuri Kagaku","Denki Kagaku oyobi Kogyo Butsuri Kagaku",""
"Denkschriften der Schweizerischen naturforschenden Gesellschaft","Denkschr. Schweiz. nat.forsch. Ges.",""
"Depositional Record","Depositional Rec.",""
"Dermatology Times","Dermatol. Times",""
"Deutsche Baumschule","Dtsch. Baumsch.",""
"Deutsche gewässerkundliche Mitteilungen","Dtsch. gewässerkdl. Mitt.",""
"Developmental & Comparative Immunology","Dev. Comp. Immunol.",""
"Developmental Biology (San Diego, CA, United States)","Dev. Biol. (San Diego, CA, U. S.)",""
"Developments in Biologicals (Basel, Switzerland)","Dev. Biol. (Basel, Switz.)",""
"Diagnostic and Interventional Imaging","Diagn. Interventional Imaging",""
"Differentiation (Malden, MA, United States)","Differentiation (Malden, MA, U. S.)",""
"Diffusion and Defect Data--Solid State Data, Pt. A: Defect and Diffusion Forum","Diffus. Defect Data, Pt. A",""
"Diffusion and Defect Data--Solid State Data, Pt. B: Solid State Phenomena","Diffus. Defect Data, Pt. B",""
"Dissertationes Botanicae","Diss. Bot.",""
"Documenta Faunistica Helvetiae","Doc. Faun. Helv.",""
"Documents Mycologiques","Doc. Mycol.",""
"Documents phytosociologiques, nouvelle série","Doc. phytosociol., nouv. sér.",""
"Dokladi na Bulgarskata Akademiya na Naukite","Dokl. Bulg. Akad. Nauk",""
"Doklady - Akademiya Nauk Azerbaidzhana","Dokl. Akad. Nauk Az. SSR",""
"Doklady Akademii Nauk Tadzhikskoi SSR","Dokl. Akad. Nauk Tadzh. SSR",""
"Doklady Akademii Nauk Ukrainy","Dokl. Akad. Nauk Ukr. SSR",""
"Doklady Akademii Nauk UzSSR","Dokl. Akad. Nauk UzSSR",""
"Dokument Bodenkundliche Gesellschaft der Schweiz","Dok. Bodenkd. Ges. Schweiz",""
"Dokumente und Informationen zur schweizerischen Orts-, Regional- und Landesplanung, DISP","Dok. Inf. schweiz. Orts- Reg.- Landesplan., DISP",""
"Drinking Water Engineering and Science","Drinking Water Eng. Sci.",""
"Drinking Water Engineering and Science Discussions","Drinking Water Eng. Sci. Discuss.",""
"Drug Repurposing, Rescue, and Repositioning","Drug Repurposing Rescue Repositioning",""
"EFSA Journal","EFSA J.",""
"EOS, Transactions, American Geophysical Union","EOS Trans. Trans. Am. Geophys. Union",""
"ESIS Publication","ESIS Publ.",""
"ETFRN (European Tropical Forest Research Network) Newsletter","ETFRN Newsletter",""
"Earth Surface Dynamics","Earth Surf. Dyn.",""
"Earth Surface Dynamics Discussions","Earth Surf. Dyn. Discuss.",""
"Earth System Dynamics","Earth Syst. Dyn.",""
"Earth System Dynamics Discussions","Earth Syst. Dyn. Discuss.",""
"Earth System Science Data","Earth Syst. Sci. Data",""
"Earth System Science Data Discussions","Earth Syst. Sci. Data Discuss.",""
"Earth and Space Science","Earth Space Sci.",""
"Earth's Future","Earth's Future",""
"Earth, Planets and Space","Earth Planets Space",""
"Echo Research and Practice","Echo Res. Pract.",""
"Ecologia Mediterranea","Ecol. Mediterr.",""
"Ecosystem Health and Sustainability","Ecosyst. Health Sustainability",""
"Egyptian Journal of Agronomy","Egypt. J. Agron.",""
"Egyptian Journal of Analytical Chemistry","Egypt. J. Anal. Chem.",""
"Egyptian Journal of Aquatic Research","Egypt. J. Aquat. Res.",""
"Egyptian Journal of Biochemistry and Molecular Biology","Egypt. J. Biochem. Mol. Biol.",""
"Egyptian Journal of Biotechnology","Egypt. J. Biotechnol.",""
"Egyptian Journal of Geology","Egypt. J. Geol.",""
"Egyptian Journal of Hospital Medicine","Egypt. J. Hosp. Med.",""
"Egyptian Journal of Petroleum","Egypt. J. Pet.",""
"Egyptian Journal of Radiology and Nuclear Medicine","Egypt. J. Radiol. Nucl. Med.",""
"Egyptian Journal of Remote Sensing and Space Science","Egypt. J. Remote Sens. Space. Sci.",""
"Eiszeitalter und Gegenwart","Eiszeitalt. Ggw.",""
"Ekologia (CSSR)","Ekologia (CSSR)",""
"Ekotekhnologii i Resursosberezhenie","Ekotekhnol. Resursosberezhenie",""
"Electroanalysis (New York)","Electroanalysis",""
"Electron Microscopy","Electron Microsc.",""
"Electronic Journal of Operational Meteorology","Electron. J. Oper. Meteorol.",""
"Electronic Journal of Severe Storms Metereology","Electron. J. Severe Storms Metereol.",""
"Electronic Systems News","Electron. Syst. News",""
"Electronics Education","Electron. Educ.",""
"Electrophoresis (Weinheim, Federal Republic of Germany)","Electrophoresis (Weinheim, Fed. Repub. Ger.)",""
"Elektrokhimiya","Elektrokhimiya",""
"Endocrinology (Baltimore)","Endocrinology (Baltimore)",""
"Enegie Wasser Praxis","Energ. Wasser Prax.",""
"Energy Harvesting Systems","Energy Harvesting Syst.",""
"Energy Research & Social Science","Energy Res. Social Sci.",""
"Engineering & Technology","Eng. Technol.",""
"Engineering Management Journal","Eng. Manage. J.",""
"Engineering Science and Technology","Eng. Sci. Technol.",""
"Engineering in Agriculture, Environment and Food","Eng. Agric. Environ. Food",""
"Ensho","Ensho",""
"Entomofauna","Entomofauna",""
"Entomologische Berichte Luzern","Entomol. Ber. Luzern",""
"Environ. Chem. Preprints of Extended Abstracts presented at the ACS National Meeting, American Chemical Society, Division of Environmental Chemistry","Prepr. Ext. Abstr. ACS Natl. Meet., Am. Chem. Soc., Div.",""
"Environ. Eng. Journal of Environmental Science and Health, Part A: Toxic/Hazardous Substances & Environmental Engineering","J. Environ. Sci. Health: Toxic/Hazard. Subst.",""
"Environmental Engineering Research","Environ. Eng. Res.",""
"Environmental Health and Preventive Medicine","Environ. Health Preventative Med.",""
"Environmental History Newsletter","Environ. Hist. Newsl.",""
"Environmental Nanotechnology, Monitoring & Management","Environ. Nanotechnol. Monit. Manage.",""
"Environmental Pollution (Amsterdam, Netherlands)","Environ. Pollut. (Amsterdam, Neth.)",""
"Environmental Science and Technology Letters","Environ. Sci. Technol. Lett.",""
"Environmental Science: Water Research & Technology","Environ. Sci. Water Res. Technol.",""
"Environmental Sciences Europe","Environ. Sci. Eur.",""
"Environmental Technology & Innovation","Environ. Technol. Innovation",""
"Ergebnisse der wissenschaftlichen Untersuchungen im schweizerischen Nationalpark","Ergeb. wiss. Unters. schweiz. Natl.park",""
"Es + T","Es +T",""
"Esperienze e ricerche","Esper. ric.",""
"Ettore Majorana International Science Series: Physical Sciences","Ettore Majorana Int. Sci. Ser.: Phys. Sci.",""
"Etude et Gestion des Sols","Etud. Gest. Sols",""
"European Journal of Pharmacology, Molecular Pharmacology Section","Eur. J. Pharmacol., Mol. Pharmacol. Sect.",""
"European Molecular Biology Organization Journal","Eur. Mol. Biol. Organ. J.",""
"European Physical Journal B: Condensed Matter Physics","Eur. Phys. J. B",""
"European Physical Journal D: Atomic, Molecular and Optical Physics","Eur. Phys. J. D",""
"European Physical Journal Special Topics","Eur. Phys. J. Spec. Top.",""
"Experimental Biology and Medicine (Maywood, NJ, United States)","Exp. Biol. Med. (Maywood, NJ, U. S.)",""
"Experimental Botany","Exp. Bot.",""
"Experimentelle Strahlentherapie und Klinische Strahlenbiologie","Exp. Strahlenther. Klin. Strahlenbiol.",""
"Expert Opinion on Drug Metabolsim & Toxicology","Expert Opin. Drug Metabol. Toxicol.",""
"Expert Opinion on Orphan Drugs","Expert Opin. Orphan Drugs",""
"Extractive Industries and Society","Extr. Ind. Soc.",""
"Extreme Mechanics Letters","Extreme Mech. Lett.",""
"Extreme Physiology & Medicine","Extreme Physiol. Med.",""
"F1000Research","F1000Research",""
"FAO Forestry Development Paper","FAO For. Dev. Pap.",""
"Farmatsiya (Moscow)","Farmatsiya (Moscow)",""
"Fashion and Textiles","Fashion Text.",""
"Feddes Repertorium","Feddes Repert.",""
"Federation of European Biochemical Societies Letters","Fed. Eur. Biochem. Soc. Lett.",""
"Fenxi Ceshi Tongbao","Fenxi Ceshi Tongbao",""
"Fenxi Shiyanshi","Fenxi Shiyanshi",""
"Fernerkundung und Photogrammetrie","Fernerkund. Photogramm.",""
"Few-Body Systems, Supplementum","Few-Body Syst., Suppl.",""
"Field Studies","Field Stud.",""
"Filtration and Separation","Filtr. Sep.",""
"Fire Science Reviews","Fire Sci. Rev.",""
"Fisheries Science (Carlton, Australia)","Fish. Sci. (Carlton, Aust.)",""
"Fizika Nizkikh Temperatur (Kiev)","Fiz. Nizk. Temp. (Kiev)",""
"Fizika Plazmy (Moscow)","Fiz. Plazmy (Moscow)",""
"Fizika Tverdogo Tela (S. -Peterburg)","Fiz. Tverd. Tela (Leningrad)",""
"Fizika i Khimiya Obrabotki Materialov","Fiz. Khim. Obrab. Mater.",""
"Fizika i Khimiya Stekla","Fiz. Khim. Stekla",""
"Fizika i Tekhnika Poluprovodnikov (S. -Peterburg)","Fiz. Tekh. Poluprovodn. (Leningrad)",""
"Fiziko-Khimicheskaya Mekhanika Materialov","Fiz.-Khim. Mekh. Mater.",""
"Fiziologichno Aktivni Rechovini","Fiziol. Akt. Rechovini",""
"Fiziologiya Rastenii (Moscow)","Fiziol. Rast. (Moscow)",""
"Fiziologiya i Biokhimiya Kul'turnykh Rastenii","Fiziol. Biokhim. Kul't. Rast.",""
"Florida Scientist","Fla. Sci.",""
"Floristische Rundbriefe","Florist. Rd.br.",""
"Flow, Turbulence and Combustion","Flow Turbul. Combust.",""
"Folia Cryptogamica Estonica","Folia Cryptogam. Est.",""
"Folia Forestalia Polonica","Folia For. Pol.",""
"Folia Geobotanica et Phytotaxonomica","Folia Geobot. Phytotaxon.",""
"Folia Microbiologica (Prague, Czech Republic)","Folia Microbiol. (Prague, Czech Repub.)",""
"Food Additives & Contaminants","Food Addit. Contam.",""
"Food and Energy Security","Food Energy Secur.",""
"Forensic Science, Medicine, and Pathology","Forensic Sci. Med. Pathol.",""
"Forest Genetics","For. Genet.",""
"Forest Industries","For. Ind.",""
"Forest Insect & Disease Leaflet","For. Insect Dis. Leafl.",""
"Forest Snow and Landscape Research","For. Snow Landsc. Res.",""
"Forest and Landscape Research","For. Landsc. Res.",""
"Forestaviva","Forestaviva",""
"Forestry Abstracts","For. Abstr.",""
"Forestry Chronicle, The","For. Chron.",""
"Forestry Technical Report","For. Tech. Rep.",""
"Forschungsbericht forstliche Forschungsanstalt München","Forsch.ber. forstl. Forsch.anst. Münch.",""
"Forst und Holz","Forst Holz",""
"Forst- und Holzwirt, Der","Forst- Holzwirt",""
"Forstarchiv","Forstarchiv",""
"Forstlich-naturwissenschaftliche Zeitschrift","Forstl.-nat.wiss. Z.",""
"Forstliche Forschungsberichte München","Forstl. Forsch.ber. Münch.",""
"Forstliche Rundschau","Forstl. Rundsch.",""
"Forstliche Umschau","Forstl. Umsch.",""
"Forstschutz Bulletin","Forstschutz Bull.",""
"Forsttechnische Informationen","Forsttech. Inf.",""
"Forêt Suisse","Forêt Suisse",""
"Forêt méditerranéenne","For. méditerr.",""
"Forêts de France","For. Fr.",""
"Forêts de France et action forestière","For. Fr. action for.",""
"Free Radicals and Antioxidants","Free Radic. Antioxid.",""
"Freiburger Geographische Hefte","Freibg. Geogr. Hefte",""
"Freiburger Schriften zur Hydrologie","Freibg. Schr. Hydrol.",""
"Freiburger bodenkundliche Abhandlungen","Freibg. bodenkd. Abh.",""
"Frontiers in Aging Neuroscience","Front. Aging Neurosci.",""
"Frontiers in Aquatic Physiology","Front. Aquat. Physiol.",""
"Frontiers in Bioengineering and Biotechnology","Front. Bioeng. Biotechnol.",""
"Frontiers in Cell and Developmental Biology","Front. Cell Dev. Biol.",""
"Frontiers in Cellular and Infection Microbiology","Front. Cell. Infect. Microbiol.",""
"Frontiers in Chemistry","Front. Chem.",""
"Frontiers in Earth Science","Front. Earth Sci.",""
"Frontiers in Energy Research","Front. Energy Res.",""
"Frontiers in Environmental Science","Front. Environ. Sci.",""
"Frontiers in Evolutionary Neuroscience","Front. Evolut. Neurosci.",""
"Frontiers in Genetics","Front. Genet.",""
"Frontiers in Immunology","Front. Immunol.",""
"Frontiers in Integrative Neuroscience","Front. Integr. Neurosci.",""
"Frontiers in Marine Science","Front. Mar. Sci.",""
"Frontiers in Materials","Front. Mater.",""
"Frontiers in Microbiology","Front. Microbiol.",""
"Frontiers in Molecular Neuroscience","Front. Mol. Neurosci.",""
"Frontiers in Neuroanatomy","Front. Neuroanat.",""
"Frontiers in Neuroendocrine Science","Front. Neuroendocr. Sci.",""
"Frontiers in Neuroenergetics","Front. Neuroenerg.",""
"Frontiers in Neuroinformatics","Front. Neuroinf.",""
"Frontiers in Neurology","Front. Neurol.",""
"Frontiers in Neurorobotics","Front. Neurorob.",""
"Frontiers in Oncology","Front. Oncol.",""
"Frontiers in Pediatrics","Front. Pediatr.",""
"Frontiers in Pharmacology","Front. Pharmacol.",""
"Frontiers in Physiology","Front. Physiol.",""
"Frontiers in Plant Science","Front. Plant Sci.",""
"Frontiers in Psychiatry","Front. Psychiatry",""
"Frontiers in Psychology","Front. Psychol.",""
"Frontiers in Public Health","Front. Public Health",""
"Frontiers in Synaptic Neuroscience","Front. Synaptic Neurosci.",""
"Frontiers in Systems Neuroscience","Front. Syst. Neurosci.",""
"Frutticoltura","Frutticoltura",""
"Fushe Fanghu","Fushe Fanghu",""
"GBF Monographs","GBF Monogr.",""
"GCB Bioenergy","GCB Bioenergy",""
"GIT, Fachzeitschrift für das Laboratorium","GIT, Fachz. Lab.",""
"Gaia","Gaia",""
"Gangtie","Gangtie",""
"Ganguang Kexue Yu Guang Huaxue","Ganguang Kexue Yu Guang Huaxue",""
"Gaoneng Wuli Yu Hewuli","Gaoneng Wuli Yu Hewuli",""
"Gartenamt, Das","Gartenamt",""
"Gartenbau, Der","Gartenbau",""
"Gas, Wasser, Abwasser","Gas Wasser Abwasser",""
"Gefiederte Welt, Die","Gefied.  Welt",""
"Gene Therapy and Regulation","Gene Ther. Regul.",""
"General Technical Report USDA Forest Service","Gen. Tech. Rep. USDA For. Serv.",""
"Genetika (Moscow)","Genetika (Moscow)",""
"Genome Integrity","Genome Integr.",""
"Genome Letters","Genome Lett.",""
"Genome Medicine","Genome Med.",""
"Genshikaku Kenkyu","Genshikaku Kenkyu",""
"GeoAgenda","GeoAgenda",""
"Geobotanica selecta","Geobot. sel.",""
"Geochemical Perspectives","Geochem. Perspect.",""
"Geodermal Regional","Geodermal Reg.",""
"Geofisica pura e applicata","Geofis. pura appl.",""
"GeofÃsica Internacional","GeofÃs. Int.",""
"Geografiska Annaler","Geogr. Ann.",""
"Geographica Bernensia","Geogr. Bern.",""
"Geographical Journal, The","Geogr. J.",""
"Geographical Review, The","Geogr. Rev.",""
"Geoscience Data Journal","Geosci. Data J.",""
"Geoscience Frontiers","Geosci. Front.",""
"Geoscientific Instrumentation, Methods and Data Systems","Geosci. Instrum. Methods Data Syst.",""
"Geoscientific Instrumentation, Methods and Data Systems Discussions","Geosci. Instrum. Methods Data Syst. Discuss.",""
"Geoscientific Model Development Discussions","Geosci. Model Dev. Discuss.",""
"Geothermal Energy Science","Geotherm. Energy Sci.",""
"Gesetzgebung des Bundes und der Kantone","Gesetzgeb. Bundes Kantone",""
"Gewaesserschutz, Wasser, Abwasser","Gewaesserschutz, Wasser, Abwasser",""
"Gidrokhimicheskie Materialy","Gidrokhim. Mater.",""
"Giessener Geographische Schriften","Giess. Geogr. Schr.",""
"Gigiena Truda i Professional'nye Zabolevaniya","Gig. Tr. Prof. Zabol.",""
"Gigiena i Sanitariya","Gig. Sanit.",""
"Giornale del Popolo","G. Pop.",""
"Glass Science and Technology (Offenbach, Germany)","Glass Sci. Technol. (Offenbach, Ger.)",""
"GlassResearcher","GlassResearcher",""
"Global Ecology and Conservation","Global Ecol. Conserv.",""
"Godishnik na Visshiya Khimiko-Tekhnologicheski Institut, Sofiya","God. Vissh. Khim.-Tekhnol. Inst., Sofia",""
"Graphis Scripta","Graph. Scr.",""
"Grasas y Aceites (Seville)","Grasas Aceites (Seville)",""
"Green Materials","Green Mater.",""
"Green and Sustainable Chemistry","Green Sustainable Chem.",""
"Greenhouse Gases: Science and Technology","Greenhouse Gases Sci. Technol.",""
"Grüne, Die","Grüne",""
"Guangxue Xuebao","Guangxue Xuebao",""
"Géographie Physique et Quaternaire","Géogr. Phys. Quat.",""
"HESPA Mitteilungen","HESPA Mitt.",""
"HTD (American Society of Mechanical Engineers)","HTD (Am. Soc. Mech. Eng.)",""
"Han'guk Saenghwa Hakhoechi","Han'guk Saenghwa Hakhoechi",""
"Han'guk T'oyang Piryo Hakhoechi","Han'guk T'oyang Piryo Hakhoechi",""
"Handbook of Vegetation Science","Handb. Veg. Sci.",""
"Hejishu","Hejishu",""
"Hessische Floristische Briefe","Hess. Florist. Briefe",""
"High Power Laser Science and Engineering","High Power Laser Sci. Eng.",""
"High Temperature Materials and Processes (London, United Kingdom)","High Temp. Mater. Processes (London, U. K.)",""
"High Temperature Materials and Processes (Tel Aviv, Israel)","High Temp. Mater. Processes (Tel Aviv, Israel)",""
"High Temperatures - High Pressures","High Temp. - High Pressures",""
"History of Geo- and Space Science","Hist. Geo Space Sci.",""
"Holocene, The","Holocene",""
"Holz als Roh- und Werkstoff","Holz Roh- Werkst.",""
"Holz, Schweizerische Holzzeitung","Holz, Schweiz. Holzztg.",""
"Holz-Kurier","Holz-Kur.",""
"Holz-Zentralblatt","Holz-Zent.bl.",""
"Holzenergie-Bulletin","Holzenerg.-Bull.",""
"Holzforschung Schweiz","Holzforsch. Schweiz",""
"Holzpreisstatistik – Rohholz","Holzpreisstat. – Rohholz",""
"Holzzucht, Die","Holzzucht",""
"Hoppe-Seyler's Zeitschrift für Physiologische Chemie","Hoppe-Seyler's Z. Physiol. Chem.",""
"Horumon to Rinsho","Horumon to Rinsho",""
"Hotel + Touristik Revue","Hotel Tour. Rev.",""
"Hotel Journal","Hotel J.",""
"Household & Personal Products Industry","Household Pers. Prod. Ind.",""
"Huadong Huagong Xueyuan Xuebao","Huadong Huagong Xueyuan Xuebao",""
"Huadong Ligong Daxue Xuebao","Huadong Ligong Daxue Xuebao",""
"Huanjing Kexue","Huanjing Kexue",""
"Huaxue Shijie","Huaxue Shijie",""
"Huaxue Wuli Xuebao","Huaxue Wuli Xuebao",""
"Human Gene Therapy Clinical Development","Hum. Gene Ther. Clin. Dev.",""
"Human Gene Therapy Methods","Hum. Gene Ther. Methods",""
"Human Genome Variation","Hum. Genome Var.",""
"Human Pathology: Case Reports","Hum. Pathol.: Case Rep.",""
"Humic Substances in the Environment","Humic Subst. Environ.",""
"Hutnicke Listy","Hutn. Listy",""
"Hwahak Kwa Kongop Ui Chinbo","Hwahak Kwa Kongop Ui Chinbo",""
"Hyomen Gijutsu","Hyomen Gijutsu",""
"Hypertension (Dallas)","Hypertension (Dallas)",""
"IAHS (International Association of Hydrological Sciences) Publication","IAHS Publ.",""
"IALE (International Association for Landscape Ecology) Bulletin","IALE Bull.",""
"IAWA (International Association of Wood Anatomists) Journal","IAWA J.",""
"IB Scientific Journal of Science","IB Sci. J. Sci.",""
"IBM-Nachrichten","IBM-Nachr.",""
"ICSU Short Reports","ICSU Short Rep.",""
"IDA Journal of Desalination and Water Reuse","IDA J. Desalin. Water Reuse",""
"IEE Journal on Computers and Digital Techniques","IEE J. Comput. Digital Tech.",""
"IEE Journal on Electric Power Applications","IEE J. Electr. Power Appl.",""
"IEE Journal on Microwaves, Antennas & Propagation","IEE J. Microwaves Antennas Propag.",""
"IEEE ASSP Magazine (1984-1990)","IEEE ASSP Mag.",""
"IEEE Circuits and Devices Magazine (1985-present)","IEEE Circuits Devices Mag.",""
"IEEE Circuits and Systems Magazine (1979-1984)","IEEE Circuits Syst. Mag.",""
"IEEE Communications Magazine (1979-present)","IEEE Commun. Mag.",""
"IEEE Communications Society Magazine (through 1978)","IEEE Commun. Soc. Mag.",""
"IEEE Computation in Science and Engineering Magazine","IEEE Comput. Sci. Eng. Mag.",""
"IEEE Computer","IEEE Computer",""
"IEEE Expert (through 1997)","IEEE Expert",""
"IEEE Signal Processing Magazine (1991-present)","IEEE Signal Process. Mag.",""
"IEEE Transactions on Circuits and Systems---Part I: Fundamental Theory and Applications","IEEE Trans. Circuits Syst. I",""
"IEEE Transactions on Circuits and Systems---Part II: Analog and Digital Signal Processing","IEEE Trans. Circuits Syst. II",""
"IEEE Transactions on Components, Packaging and Manufacturing Technology---Part A","IEEE Trans. Comp., Packag., Manufact. Technol. A",""
"IEEE Transactions on Components, Packaging and Manufacturing Technology---Part B: Advanced Packaging","IEEE Trans. Comp., Packag., Manufact. Technol. B",""
"IEEE Transactions on Components, Packaging and Manufacturing Technology---Part C: Manufacturing","IEEE Trans. Comp., Packag., Manufact. Technol. C",""
"IEEE Transactions on Systems, Man, and Cybernetics---Part A: Systems and Humans","IEEE Trans. Syst., Man, Cybern. A",""
"IEEE Transactions on Systems, Man, and Cybernetics---Part B: Cybernetics","IEEE Trans. Syst., Man, Cybern. B",""
"IEEE Transactions on Systems, Man, and Cybernetics---Part C: Applications and Reviews","IEEE Trans. Syst., Man, Cybern. C",""
"IEEE Wireless Communications Magazine","IEEE Wireless Commun. Mag.",""
"IET Biometrics","IET Biom.",""
"IET Electrical Systems in Transportation","IET Electr. Syst. Transp.",""
"IET Manufacturing","IET Manuf.",""
"IET Micro & Nano Letters","IET Micro Nano Lett.",""
"IET Networks","IET Networks",""
"IET Wireless Sensor Systems","IET Wireless Sens. Syst.",""
"IIE Transactions on Occupational Ergonomics & Human Factors","IIE Trans. Occup. Ergon. Hum. Factors",""
"IOWA Agricultural Experiment Station Research Bulletin","IOWA Agric. Exp. Stn. Res. Bull.",""
"IT Professional","IT Prof.",""
"ITC-Journal","ITC-J.",""
"Im Dienste von Wald und Landschaft","Im Dienste Wald Landsch.",""
"Immunity, Inflammation and Disease","Immun. Inflammation Dis.",""
"Impartial, L'","Impartial",""
"In Vitro Cellular & Developmental Biology: Animal","In Vitro Cell. Dev. Biol. Anim.",""
"In Vitro Cellular & Developmental Biology: Plant","In Vitro Cell. Dev. Biol. Plant",""
"Indian Drugs","Indian Drugs",""
"Indian Journal of Physics, A","Indian J. Phys., A",""
"Indian Journal of Physics, B","Indian J. Phys., B",""
"Industrielle Organisation","Ind. Organ.",""
"Information Professional","Inf. Prof.",""
"Information Report Northern Forest Research Centre","Inf. Rep. North. For. Res. Cent.",""
"Information Zürcher Wald","Inf. Zür. Wald",""
