"Journal of Corporate Finance: Contracting, Governance and Organization","J. Corp. Finan.: Contracting"," Governance Organ.",""
"Journal of Cultural Economics","J. Cult. Econ.","",""
"Journal of Derivatives","J. Derivatives","",""
"Journal of Developing Areas","J. Developing Areas","",""
"Journal of Development and Economic Policies","J. Devel. Econ. Pol.","",""
"Journal of Development Economics","J. Devel. Econ.","",""
"Journal of Development Studies","J. Devel. Stud.","",""
"Journal of East and West Studies","J. East West Stud.","",""
"Journal of East-West Business","J. East-West Bus.","",""
"Journal of Econometrics","J. Econometrics","",""
"Journal of Economic and Social Measurement","J. Econ. Soc. Meas.","",""
"Journal of Economic and Social Policy","J. Econ. Soc. Pol.","",""
"Journal of Economic and Social Research","J. Econ. Soc. Res.","",""
"Journal of Economic Behavior and Organization","J. Econ. Behav. Organ.","",""
"Journal of Economic Cooperation among Islamic Countries","J. Econ. Cooperation Islamic Countries","",""
"Journal of Economic Development","J. Econ. Devel.","",""
"Journal of Economic Dynamics and Control","J. Econ. Dynam. Control","",""
"Journal of Economic Education","J. Econ. Educ.","",""
"Journal of Economic Growth","J. Econ. Growth","",""
"Journal of Economic History","J. Econ. Hist.","",""
"Journal of Economic Integration","J. Econ. Integration","",""
"Journal of Economic Issues","J. Econ. Issues","",""
"Journal of Economic Literature","J. Econ. Lit.","",""
"Journal of Economic Methodology","J. Econ. Methodology","",""
"Journal of Economic Perspectives","J. Econ. Perspect.","",""
"Journal of Economic Psychology","J. Econ. Psych.","",""
"Journal of Economic Research","J. Econ. Res.","",""
"Journal of Economic Studies","J. Econ. Stud.","",""
"Journal of Economic Surveys","J. Econ. Surveys","",""
"Journal of Economic Theory and Econometrics","J. Econ. Theory Econometrics","",""
"Journal of Economic Theory","J. Econ. Theory","",""
"Journal of Economics (MVEA)","J. Econ. (MVEA)","",""
"Journal of Economics (Zeitschrift für Nationalökonomie)","J. Econ. (Z. Nationalökon.)","",""
"Journal of Economics and Business","J. Econ. Bus.","",""
"Journal of Economics and Finance","J. Econ. Finance","",""
"Journal of Economics and Management Strategy","J. Econ. Manage. Strategy","",""
"Journal of Education Finance","J. Educ. Finance","",""
"Journal of Emerging Markets","J. Emerging Markets","",""
"Journal of Empirical Finance","J. Empirical Finance","",""
"Journal of Energy and Development","J. Energy Devel.","",""
"Journal of Energy Finance and Development","J. Energy Finance Devel.","",""
"Journal of Energy Literature","J. Energy Lit.","",""
"Journal of Environment and Development","J. Environ. Devel.","",""
"Journal of Environmental Economics and Management","J. Environ. Econ. Manage.","",""
"Journal of Environmental Planning and Management","J. Environ. Planning Manage.","",""
"Journal of European Economic History","J. Europ. Econ. Hist.","",""
"Journal of Evolutionary Economics","J. Evolutionary Econ.","",""
"Journal of Family and Economic Issues","J. Family Econ. Issues","",""
"Journal of Far Eastern Business","J. Far Eastern Bus.","",""
"Journal of Farm Economics","J. Farm Econ.","",""
"Journal of Finance","J. Finance","",""
"Journal of Financial and Quantitative Analysis","J. Finan. Quant. Anal.","",""
"Journal of Financial Economics","J. Finan. Econ.","",""
"Journal of Financial Intermediation","J. Finan. Intermediation","",""
"Journal of Financial Management and Analysis","J. Finan. Manage. Anal.","",""
"Journal of Financial Research","J. Finan. Res.","",""
"Journal of Financial Services Research","J. Finan. Services Res.","",""
"Journal of Forensic Economics","J. Forensic Econ.","",""
"Journal of Futures Markets","J. Futures Markets","",""
"Journal of Geographical Systems","J. Geograph. Systems","",""
"Journal of Health Economics","J. Health Econ.","",""
"Journal of Health Politics, Policy and Law","J. Health Politics"," Pol. Law",""
"Journal of Higher Education Policy and Management","J. Higher Educ. Pol. Manage.","",""
"Journal of Housing Economics","J. Housing Econ.","",""
"Journal of Housing Research","J. Housing Res.","",""
"Journal of Human Resources","J. Human Res.","",""
"Journal of Income Distribution","J. Income Distribution","",""
"Journal of Industrial Economics","J. Ind. Econ.","",""
"Journal of Industry Studies","J. Industry Stud.","",""
"Journal of Institutional and Theoretical Economics","J. Inst. Theoretical Econ.","",""
"Journal of Interamerican Studies and World Affairs","J. Interamer. Stud. World Aff.","",""
"Journal of Interdisciplinary Economics","J. Interdisciplinary Econ.","",""
"Journal of International and Comparative Economics","J. Int. Compar. Econ.","",""
"Journal of International Business Studies","J. Int. Bus. Stud.","",""
"Journal of International Development","J. Int. Devel.","",""
"Journal of International Economic Law","J. Int. Econ. Law","",""
"Journal of International Economics","J. Int. Econ.","",""
"Journal of International Financial Markets, Institutions and Money","J. Int. Finan. Markets"," Inst. Money",""
"Journal of International Money and Finance","J. Int. Money Finance","",""
"Journal of International Trade and Economic Development","J. Int. Trade Econ. Devel.","",""
"Journal of King Abdulaziz University: Islamic Economics","J. King Abdulaziz Univ.: Islamic Econ.","",""
"Journal of Labor Economics","J. Lab. Econ.","",""
"Journal of Labor Research","J. Lab. Res.","",""
"Journal of Law and Economics","J. Law Econ.","",""
"Journal of Law, Economics, and Organization","J. Law"," Econ."," Organ."
"Journal of Legal Economics","J. Legal Econ.","",""
"Journal of Legal Studies","J. Legal Stud.","",""
"Journal of Macroeconomics","J. Macroecon.","",""
"Journal of Management Accounting Research","J. Manage. Acc. Res.","",""
"Journal of Management and Governance","J. Manage. Governance","",""
"Journal of Marketing Research","J. Marketing Res.","",""
"Journal of Marketing","J. Marketing","",""
"Journal of Markets and Morality","J. Markets Morality","",""
"Journal of Mathematical Economics","J. Math. Econ.","",""
"Journal of Monetary Economics","J. Monet. Econ.","",""
"Journal of Money, Credit, and Banking","J. Money"," Credit"," Banking"
"Journal of Multinational Financial Management","J. Multinat. Finan. Manage.","",""
"Journal of Peace Research","J. Peace Res.","",""
"Journal of Peace Science","J. Peace Sci.","",""
"Journal of Policy Analysis and Management","J. Pol. Anal. Manage.","",""
"Journal of Policy Modeling","J. Pol. Modeling","",""
"Journal of Policy Reform","J. Pol. Reform","",""
"Journal of Political Economy","J. Polit. Economy","",""
"Journal of Population Economics","J. Population Econ.","",""
"Journal of Portfolio Management","J. Portfol. Manage.","",""
"Journal of Post Keynesian Economics","J. Post Keynesian Econ.","",""
"Journal of Private Enterprise","J. Private Enterprise","",""
"Journal of Productivity Analysis","J. Productiv. Anal.","",""
"Journal of Public and International Affairs","J. Public Int. Aff.","",""
"Journal of Public Economic Theory","J. Public Econ. Theory","",""
"Journal of Public Economics","J. Public Econ.","",""
"Journal of Public Finance and Public Choice","J. Public Finance Public Choice","",""
"Economia Delle Scelte Pubbliche","Econ. Scelte Pubbliche","",""
"Journal of Quantitative Economics","J. Quant. Econ.","",""
"Journal of Real Estate Finance and Economics","J. Real Estate Finance Econ.","",""
"Journal of Real Estate Literature","J. Real Estate Lit.","",""
"Journal of Real Estate Portfolio Management","J. Real Estate Portfol. Manage.","",""
"Journal of Real Estate Practice and Education","J. Real Estate Practice Educ.","",""
"Journal of Real Estate Research","J. Real Estate Res.","",""
"Journal of Regional Analysis and Policy","J. Reg. Anal. Pol.","",""
"Journal of Regional Science","J. Reg. Sci.","",""
"Journal of Regulatory Economics","J. Regul. Econ.","",""
"Journal of Research in Islamic Economics","J. Res. Islamic Econ.","",""
"Journal of Research in Pharmaceutical Economics","J. Res. Pharmaceut. Econ.","",""
"Journal of Risk and Insurance","J. Risk Ins.","",""
"Journal of Risk and Uncertainty","J. Risk Uncertainty","",""
"Journal of Social and Economic Development","J. Soc. Econ. Devel.","",""
"Journal of Socio-Economics","J. Socio-Econ.","",""
"Journal of Sports Economics","J. Sports Econ.","",""
"Journal of Taxation","J. Taxation","",""
"Journal of Technology Transfer","J. Tech. Transfer","",""
"Journal of the American Real Estate and Urban Economics Association","J. Amer. Real Estate Urban Econ. Assoc.","",""
"Journal of the American Statistical Association","J. Amer. Statistical Assoc.","",""
"Journal of the Asia Pacific Economy","J. Asia Pacific Economy","",""
"Journal of the Economics of Business","J. Econ. of Bus.","",""
"Journal of the History of Economic Thought","J. Hist. Econ. Thought","",""
"Journal of the Japanese and International Economies","J. Japanese Int. Economies","",""
"Journal of the Royal Statistical Society, Series A","J. Roy. Statistical Society","",""
"Journal of the Social Sciences","J. Soc. Sci.","",""
"Journal of the Statistical and Social Inquiry Society of Ireland","J. Statistical Soc. Inquiry Society Ireland","",""
"Journal of Transnational Management Development","J. Transnat. Manage. Devel.","",""
"Journal of Transport Economics and Policy","J. Transp. Econ. Pol.","",""
"Journal of Urban Economics","J. Urban Econ.","",""
"Journal of World Business","J. World Bus.","",""
"Journal of World Trade Law","J. World Trade Law","",""
"Journal of World Trade","J. World Trade","",""
"Kansantaloudellinen Aikakauskirja","Kansant. Aikak.","",""
"Keio Economic Studies","Keio Econ. Stud.","",""
"Kobe Economic and Business Review","Kobe Econ. Bus. Rev.","",""
"Kobe University Economic Review","Kobe Univ. Econ. Rev.","",""
"Kokumin-Keizai Zasshi","Kokumin-Keizai Zasshi","",""
"Konjunkturpolitik","Konjunkturpolitik","",""
"Kredit und Kapital","Kredit Kapital","",""
"Kyklos","Kyklos","",""
"Kyoto University Economic Review","Kyoto Univ. Econ. Rev.","",""
"L'Actualité Economique","L'Actual. Econ.","",""
"Revue D'Analyse Economique","Rev. Anal. Econ.","",""
"L'Actualité Economique","L'Actual. Econ.","",""
"L'Impresa","L'Impresa","",""
"L'Industria, Nuova Serie","L'Industria"," N.S.",""
"L'Industria","L'Industria","",""
"Labor History","Lab. Hist.","",""
"Labour Economics","Lab. Econ.","",""
"Labour","Labour","",""
"Lahore Journal of Economics","Lahore J. Econ.","",""
"Land Economics","Land Econ.","",""
"Latin American Politics and Society","Latin Amer. Politics Society","",""
"Law and Contemporary Problems","Law Contemp. Prob.","",""
"Lecturas de Economia","Lecturas Econ.","",""
"Libyan Economic and Business Review","Libyan Econ. Bus. Rev.","",""
"Liiketaloudellinen Aikakauskirja","Liiketaloudellinen Aikak.","",""
"Lloyds Bank Review","Lloyds Bank Rev.","",""
"Local Economy","Local Economy","",""
"Logistics and Transportation Review","Logist. Transp. Rev.","",""
"Macroeconomic Dynamics","Macroecon. Dynam.","",""
"Malayan Economic Review","Malayan Econ. Rev.","",""
"Management Accounting","Manage. Acc.","",""
"Management Training Review","Manage. Train. Rev.","",""
"Management","Management","",""
"Managerial and Decision Economics","Managerial Dec. Econ.","",""
"Manchester School of Economic and Social Studies","Manchester Sch. Econ. Soc. Stud.","",""
"Manchester School","Manchester Sch.","",""
"Margin","Margin","",""
"Marine Resource Economics","Marine Resource Econ.","",""
"Maritime Policy and Management","Maritime Pol. Manage.","",""
"Marketing Science","Marketing Sci.","",""
"Marquette Business Review","Marquette Bus. Rev.","",""
"Matekon","Matekon","",""
"Mathematical Finance","Math. Finance","",""
"Mathematical Methods of Operations Research","Math. Methods Operations Res.","",""
"Mathematical Social Sciences","Math. Soc. Sci.","",""
"Methodus","Methodus","",""
"Metrika","Metrika","",""
"Metroeconomica","Metroecon.","",""
"Michigan Academician","Mich. Academician","",""
"Michigan Law Review","Mich. Law Rev.","",""
"Middle East Business and Economic Review","Middle East Bus. Econ. Rev.","",""
"Middle East Economic Papers","Middle East Econ. Pap.","",""
"Middle East Journal","Middle East J.","",""
"Middle East Technical University Studies in Development","METU Stud. Devel.","",""
"Mississippi Valley Journal of Business and Economics","Miss. Val. J. Bus. Econ.","",""
"Mitteilungen aus der Arbeitsmarkt- und Berufsforschung","Mitteilungen Arbeitsmarkt- Berufsforschung","",""
"MOCT-MOST: Economic Policy in Transitional Economies","MOCT-MOST: Econ. Pol. Transitional Economies","",""
"Modern Asian Studies","Mod. Asian Stud.","",""
"Momento Económico","Momento Econ.","",""
"Mondo Aperto","Mondo Aperto","",""
"Moneda y Crédito","Moneda Crédito","",""
"Moneta e Credito","Moneta Credito","",""
"Monetary and Economic Studies","Monet. Econ. Stud.","",""
"Monthly Labor Review","Mon. Lab. Rev.","",""
"Multinational Finance Journal","Multinat. Finance J.","",""
"National Institute Economic Review","Nat. Inst. Econ. Rev.","",""
"National Tax Journal","Nat. Tax J.","",""
"National Westminster Bank Quarterly Review","Nat. Westminster Bank Quart. Rev.","",""
"Nationaløkonomisk Tidsskrift","Nationaløkon. Tidsskr.","",""
"Natural Resource Modeling","Natural Res. Modeling","",""
"Natural Resources Journal","Natural Res. J.","",""
"Nebraska Journal of Economics and Business","Nebr. J. Econ. Bus.","",""
"Netnomics","Netnomics","",""
"New Economy","New Economy","",""
"New England Economic Review","New England Econ. Rev.","",""
"New Mexico Business","New Mexico Bus.","",""
"New Political Economy","New Polit. Economy","",""
"New Trends Czech. Econ.","New Trends Czech. Econ.","",""
"New Zealand Economic Papers","New Zealand Econ. Pap.","",""
"New Zealand Geographer","New Zealand Geographer","",""
"Nigerian Journal of Economic and Social Studies","Nigerian J. Econ. Soc. Stud.","",""
"Nomura Research Institute Quarterly Economic Review","Nomura Res. Inst. Quart. Econ. Rev.","",""
"Nonlinear Dynamics, Psychology, and Life Sciences","Nonlinear Dynam."," Psych."," and Life Sci."
"Nonprofit Management and Leadership","Nonprofit Manage. Leadership","",""
"Nordic Journal of Political Economy","Nordic J. Polit. Economy","",""
"North American Actuarial Journal","N. Amer. Actuarial J.","",""
"North American Journal of Economics and Finance","N. Amer. J. Econ. Finance","",""
"OECD Economic Studies","OECD Econ. Stud.","",""
"Ohio State University Bulletin of Business Research","Ohio State U. Bull. Bus. Res.","",""
"Okonomi og Politik","Okon. Polit.","",""
"Okonomi","Okonomi","",""
"OPEC Review","OPEC Rev.","",""
"Open Economies Review","Open Economies Rev.","",""
"OR Spectrum","OR Spectrum","",""
"OR Spektrum","OR Spektrum","",""
"Orbis Economicus","Orbis Econ.","",""
"Oregon Business Review","Oregon Bus. Rev.","",""
"Organization and Environment","Organ. Environ.","",""
"Osaka Economic Papers","Osaka Econ. Pap.","",""
"Oxford Bulletin of Economics and Statistics","Oxford Bull. Econ. Statist.","",""
"Oxford Development Studies","Oxford Devel. Stud.","",""
"Oxford Economic Papers","Oxford Econ. Pap.","",""
"Oxford Review of Economic Policy","Oxford Rev. Econ. Pol.","",""
"Pacific and Asian Journal of Energy","Pacific Asian J. Energy","",""
"Pacific Economic Bulletin","Pacific Econ. Bull.","",""
"Pacific Economic Review","Pacific Econ. Rev.","",""
"Pacific-Basin Finance Journal","Pacific-Basin Finance J.","",""
"Pakistan Development Review","Pakistan Devel. Rev.","",""
"Pakistan Economic and Social Review","Pakistan Econ. Soc. Rev.","",""
"Pakistan Journal of Applied Economics","Pakistan J. Appl. Econ.","",""
"Papeles de Economía Española","Pap. Econ. Española","",""
"Papers in Regional Science","Pap. Reg. Sci.","",""
"Papers on Non-Market Decision Making","Pap. Non-Market Dec. Making","",""
"Peace Research Society International Papers","Peace Res. Society Int. Pap.","",""
"Peace Science Society (International) Papers","Peace Sci. Society","",""
"Pensamiento Iberoamericano: Revista de Economía Política","Pensa. Iberamer.: Revista Econ. Política","",""
"Perspectives on Labour and Income","Perspect. Lab. Income","",""
"Pesquisa e Planejamento Econômico","Pesquisa Planejamento Econ.","",""
"PharmacoEconomics","PharmacoEcon.","",""
"Philippine Economic Journal","Philippine Econ. J.","",""
"Philippine Journal of Business and Economics","Philippine J. Bus. Econ.","",""
"Philippine Journal of Business and Finance","Philippine J. Bus. Finance","",""
"Philippine Review of Economics and Business","Philippine Rev. Econ. Bus.","",""
"Philippine Review of Economics","Philippine Rev. Econ.","",""
"Policy Analysis","Pol. Anal.","",""
"Policy Review","Pol. Rev.","",""
"Policy Sciences","Pol. Sci.","",""
"Policy Studies","Pol. Stud.","",""
"Policy","Policy","",""
"Politica Economica","Politica Econ.","",""
"Political Science Quarterly","Polit. Sci. Quart.","",""
"Politická Ekonomie","Politická Ekon.","",""
"Population and Development Review","Population Devel. Rev.","",""
"Population Bulletin","Population Bull.","",""
"Population Research and Policy Review","Population Res. Pol. Rev.","",""
"Population Review","Population Rev.","",""
"Population Studies","Population Stud.","",""
"Population","Population","",""
"Post-Communist Economies","Post-Communist Economies","",""
"Post-Soviet Affairs","Post-Soviet Aff.","",""
"Post-Soviet Geography and Economics","Post-Soviet Geogr. Econ.","",""
"Prague Economic Papers","Prague Econ. Pap.","",""
"Problemas del Desarrollo","Prob. Desarrollo","",""
"Problems of Economic Transition","Prob. Econ. Transition","",""
"Problems of Economics","Prob. Econ.","",""
"Public Administration Review","Public Admin. Rev.","",""
"Public Budgeting and Finance","Public Budg. Finance","",""
"Public Choice","Public Choice","",""
"Public Finance Quarterly","Public Finance Quart.","",""
"Public Finance Review","Public Finance Rev.","",""
"Public Finance","Public Finance","",""
"Public Management Sources","Public Management Sources","",""
"Public Policy","Public Pol.","",""
"Punjab University Economist","Punjab Univ. Econ.","",""
"Quaderni di Economia e Finanza","Quaderni Econ. Finanza","",""
"Quaderni Storici delle Marche","Quaderni Storici delle Marche","",""
"Quantitative Finance","Quant. Finance","",""
"Quarterly Journal of Austrian Economics","Quart. J. Austrian Econ.","",""
"Quarterly Journal of Business and Economics","Quart. J. Bus. Econ.","",""
"Quarterly Journal of Economics","Quart. J. Econ.","",""
"Quarterly Journal of Indian Economic Studies in Social Science","Quart. J. Indian Econ. Stud. Soc. Sci.","",""
"Quarterly Review of Agricultural Economics","Quart. Rev. Agr. Econ.","",""
"Quarterly Review of Economics and Business","Quart. Rev. Econ. Bus.","",""
"Quarterly Review of Economics and Finance","Quart. Rev. Econ. Finance","",""
"Quarterly Review of the Rural Economy","Quart. Rev. Rural Economy","",""
"Région et Développement","Région Dével.","",""
"RAND Journal of Economics","RAND J. Econ.","",""
"Rassegna Economica","Rassegna Econ.","",""
"Real Estate Economics","Real Estate Econ.","",""
"Recherches Economiques de Louvain","Rech. Econ. Louvain","",""
"Louvain Economic Review","Louvain Econ. Rev.","",""
"Recherches Economiques de Louvain","Rech. Econ. Louvain","",""
"Regional Science and Urban Economics","Reg. Sci. Urban Econ.","",""
"Regional Science Perspectives","Reg. Sci. Persp.","",""
"Regional Studies","Reg. Stud.","",""
"Regulation","Regulation","",""
"Research in Economics","Res. Econ.","",""
"Research in Law and Economics","Res. Law Econ.","",""
"Research Policy","Res. Pol.","",""
"Resource and Energy Economics","Resource Energy Econ.","",""
"Resources and Energy","Resources Energy","",""
"Resources Policy","Resources Pol.","",""
"Review of Accounting Studies","Rev. Acc. Stud.","",""
"Review of African Political Economy","Rev. African Polit. Economy","",""
"Review of Agricultural Economics","Rev. Agr. Econ.","",""
"Review of Austrian Economics","Rev. Austrian Econ.","",""
"Review of Black Political Economy","Rev. Black Polit. Economy","",""
"Review of Business and Economic Research","Rev. Bus. Econ. Res.","",""
"Review of Derivatives Research","Rev. Derivatives Res.","",""
"Review of Development Economics","Rev. Devel. Econ.","",""
"Review of Economic Conditions in Italy","Rev. Econ. Cond. Italy","",""
"Review of Economic Design","Rev. Econ. Design","",""
"Review of Economic Dynamics","Rev. Econ. Dynam.","",""
"Review of Economic Studies","Rev. Econ. Stud.","",""
"Review of Economics and Statistics","Rev. Econ. Statist.","",""
"Review of Financial Economics","Rev. Finan. Econ.","",""
"Review of Financial Studies","Rev. Finan. Stud.","",""
"Review of Income and Wealth","Rev. Income Wealth","",""
"Review of Industrial Organization","Rev. Ind. Organ.","",""
"Review of International Economics","Rev. Int. Econ.","",""
"Review of International Political Economy","Rev. Int. Polit. Economy","",""
"Review of International Studies","Rev. Int. Stud.","",""
"Review of Marketing and Agricultural Economics","Rev. Marketing Agr. Econ.","",""
"Review of Political Economy","Rev. Polit. Economy","",""
"Review of Public Data Use","Rev. Public Data Use","",""
"Review of Quantitative Finance and Accounting","Rev. Quant. Finance Acc.","",""
"Review of Radical Political Economics","Rev. Radical Polit. Econ.","",""
"Review of Regional Studies","Rev. Reg. Stud.","",""
"Review of Social Economy","Rev. Soc. Economy","",""
"Review of Urban and Regional Development Studies","Rev. Urban Reg. Devel. Stud.","",""
"Revista Brasileira de Economia","Revista Brasileira Econ.","",""
"Revista de Administraçao d Emprêsas","Revista Admin. Emprêsas","",""
"Revista de Analisis Economico","Revista Anal. Econ.","",""
"Revista de Economía Institucional","Revista Econ. Inst.","",""
"Revista de Economía y Estadística, N.S.","Revista Econ. y Estadíst.","",""
"Revista de Economía","Revista Econ.","",""
"Revista de Econometria","Revista Econometria","",""
"Revista de Economia Aplicada","Revista Econ. Aplicada","",""
"Revista de Economia Política","Revista Econ. Política","",""
"Brazilian Journal of Political Economy","Brazilian J. Polit. Economy","",""
"Revista de Economia Política","Revista Econ. Política","",""
"Revista de Estadística","Revista Estadíst.","",""
"Revista de Estudios Políticos","Revista Estud. Polít.","",""
"Revista de Historia Económica","Revista Hist. Econ.","",""
"Revista de Historia Industrial","Revista Hist. Ind.","",""
"Revista de la Facultad de Ciencas Económicas y de Administración de  Montevideo","Revista Fac. Cienc. Econ. Admin. Montevideo","",""
"Revista Española de Economía","Revista Española Econ.","",""
"Revue Canadienne des Sciences de l'Administration","Revue Can. Sci. Admin.","",""
"Canadian Journal of Administrative Sciences","Can. J. Admin. Sci.","",""
"Revue d'Economie du Développement","Revue Econ. Dével.","",""
"Revue d'Economie Financière","Revue Econ. Financ.","",""
"Revue d'Economie Industrielle","Revue Econ. Ind.","",""
"Revue d'Economie Politique","Revue Econ. Politique","",""
"Revue d'Economie Regionale et Urbaine","Revue Econ. Reg. Urbaine","",""
"Revue d'Etudes Comparatives Est-Ouest","Revue Etud. Compar. Est-Ouest","",""
"Revue de L'OFCE","Revue L'OFCE","",""
"Revue de Science Financière","Revue Sci. Financ.","",""
"Revue Economique de Madagascar","Revue Econ. Madagascar","",""
"Revue Economique","Revue Econ.","",""
"Revue Finance Contrôle Stratégie","Revue Finance Contrôle Stratégie","",""
"Revue Française d'Economie","Revue Française Econ.","",""
"Revue Française de Gestion","Revue Française Gestion","",""
"Revue Roumaine des Sciences Sociales; Série Sciences Economiques","Revue Roumaine Sci. Soc. Série Sci. Econ.","",""
"Revue Tiers Monde","Revue Tiers Monde","",""
"Ricerche Economiche","Ricerche Econ.","",""
"RISEC: International Review of Economics and Business","RISEC: Int. Rev. Econ. Bus.","",""
"Risk Decision and Policy","Risk Dec. Pol.","",""
"Rivista di Politica Economica","Rivista Politica Econ.","",""
"Rivista di Statistica Applicata","Rivista Statist. Appl.","",""
"Rivista di Storia Economica, N.S.","Rivista Storia Econ."," N.S.",""
"Rivista Internazionale di Scienze Economiche e Commerciali","Rivista Int. Sci. Econ. Com.","",""
"Rivista Internazionale di Scienze Sociali","Rivista Int. Sci. Soc.","",""
"Rivista Italiana degli Economisti","Rivista Italiana Econ.","",""
"Russian and East European Finance and Trade","Russian E. Europ. Finance Trade","",""
"Russian Economic Trends","Russian Econ. Trends","",""
"Scandinavian Economic History Review","Scand. Econ. Hist. Rev.","",""
"Scandinavian Journal of Economics","Scand. J. Econ.","",""
"Schmollers Jahrbuch für Wirtschafts- und Sozialwissenschaften","Schmollers Jahr.","",""
"Schmollers Jahrbuch: Zeitschrift für Wirtschafts- und Sozialwissenschaften","Schmollers Jahr.: Z. Wirtsch. Sozialwissen.","",""
"Journal of Applied Social Science Studies","J. Appl. Soc. Sci. Stud.","",""
"Schweizerische Nationalbank Quartalsheft","Schweiz. Nationalbank Quart.","",""
"Schweizerische Zeitschrift für Volkswirtschaft und Statistik","Schweiz. Z. Volkswirtsch. Statist.","",""
"Swiss Journal of Economics and Statistics","Swiss J. Econ. Statist.","",""
"Schweizerische Zeitschrift für Volkswirtschaft und Statistik","Schweiz. Z. Volkswirtsch. Statist.","",""
"Science and Society","Sci. Society","",""
"Scottish Journal of Political Economy","Scot. J. Polit. Economy","",""
"Seoul Journal of Economics","Seoul J. Econ.","",""
"Singapore Economic Review","Singapore Econ. Rev.","",""
"Skandinaviska Banken Quarterly Review","Skand. Banken Quart. Rev.","",""
"Sloan Management Review","Sloan Manage. Rev.","",""
"Small Business Economics","Small Bus. Econ.","",""
"Social and Economic Studies","Soc. Econ. Stud.","",""
"Social Choice and Welfare","Soc. Choice Welfare","",""
"Social Research","Soc. Res.","",""
"Social Science Japan Journal","Soc. Sci. Japan J.","",""
"Social Science Quarterly","Soc. Sci. Quart.","",""
"Social Security Bulletin","Soc. Sec. Bull.","",""
"South African Journal of Economic and Management Sciences, N.S.","South African J. Econ. Manage. Sci."," N.S.",""
"South African Journal of Economics","South African J. Econ.","",""
"Southern Economic Journal","Southern Econ. J.","",""
"Southern Journal of Agricultural Economics","Southern J. Agr. Econ.","",""
"Southern Quarterly","Southern Quart.","",""
"Soviet and Eastern European Foreign Trade","Soviet E. Europ. Foreign Trade","",""
"Soviet Economy","Soviet Economy","",""
"Soviet Studies","Soviet Stud.","",""
"Spanish Economic Review","Spanish Econ. Rev.","",""
"Spoudai","Spoudai","",""
"Statistica","Statistica","",""
"Statistical Journal","Statistical J.","",""
"Statistical Papers","Statistical Pap.","",""
"Statsokonomisk Tidsskrift","Statsokon. Tidsskr.","",""
"Structural Change and Economic Dynamics","Struct. Change Econ. Dynam.","",""
"Studi Economici","Stud. Econ.","",""
"Studies in Economics and Finance","Stud. Econ. Finance","",""
"Studies in Family Planning","Stud. Family Planning","",""
"Studies in Nonlinear Dynamics and Econometrics","Stud. Nonlinear Dynam. Econometrics","",""
"Studii si Cercetari Economice","Stud. Cercet. Econ.","",""
"Suid-Afrikaanse Tydskrif vir Ekonomiese en Bestuurswetenskappe","Suid-Afrikaanse Tydskr. Ekon. Bestuurswetenskappe","",""
"South African Journal of Economic and Management Sciences, N.S.","South African J. Econ. Manage. Sci."," N.S.",""
"Suid-Afrikaanse Tydskrif vir Ekonomiese en Bestuurswetenskappe","Suid-Afrikaanse Tydskr. Ekon. Bestuurswetenskappe","",""
"South African Journal of Economic and Management Sciences","South African J. Econ. Manage. Sci.","",""
"Supreme Court Economic Review","Supreme Court Econ. Rev.","",""
"Survey of Current Business","Surv. Curr. Bus.","",""
"Swedish Economic Policy Review","Swedish Econ. Pol. Rev.","",""
"Swedish Journal of Economics","Swedish J. Econ.","",""
"Swiss Political Science Review","Swiss Polit. Sci. Rev.","",""
"Tahqiqat-e eqtesadi (Quarterly Journal of Economic Research)","Tahq. Eq.","",""
"Taiwan Economic Review","Taiwan Econ. Rev.","",""
"Teaching Business and Economics","Teaching Bus. Econ.","",""
"Technology Analysis and Strategic Management","Tech. Anal. Strategic Manage.","",""
"Technology and Culture","Tech. Cult.","",""
"Telecommunications Policy","Telecommunications Pol.","",""
"Theory and Decision","Theory Dec.","",""
"Tijdschrift voor Economie en Management","Tijdschr. Econ. Manage.","",""
"Tijdschrift voor Economie","Tijdschr. Econ.","",""
"Tourism and Hospitality Management","Tourism Hospitality Manage.","",""
"Tourism Economics","Tourism Econ.","",""
"Trans-action","Trans-action","",""
"Transnational Corporations","Transnat. Corporations","",""
"Transportation Journal","Transp. J.","",""
"Transportation Research: Part A: Policy and Practice","Transp. Res.: Part A: Pol. Practice","",""
"Transportation Research: Part B: Methodological","Transp. Res.: Part B: Methodological","",""
"Transportation Research: Part D: Transport and Environment","Transp. Res.: Part D: Transport Environ.","",""
"Transportation Research: Part E: Logistics and Transporation Review","Transp. Res.: Part E: Logist. Transp. Rev.","",""
"Transportation","Transportation","",""
"Travail et Emploi","Travail Emploi","",""
"Ukrainian Economic Review","Ukrainian Econ. Rev.","",""
"UNCTAD Review","UNCTAD Rev.","",""
"United Nations Monthly Chronicle","UN Mon. Chron.","",""
"University of Missouri Business and Government Review","Univ. Missouri Bus. Govt. Rev.","",""
"University of Washington Business Review","Univ. Wash. Bus. Rev.","",""
"Urban Studies","Urban Stud.","",""
"Venture Capital","Venture Capital","",""
"Vierteljahrsheftze zur Wirtschaftsforschung","Vierteljahrs. Wirtschaftsforschung","",""
"Water Resources Research","Water Resources Res.","",""
"Weltwirtschaftliches Archiv","Weltwirtsch. Arch.","",""
"Review of World Economics","Rev. World Econ.","",""
"Weltwirtschaftliches Archiv","Weltwirtsch. Arch.","",""
